mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
0.08508741855621338,0.0021857023239135742,0.0041522979736328125,0.0012600421905517578,True,3,0.8,2,5,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40, 'random_state': 42}",-0.8576249432329713,-1.1080044360725074,-0.9828146896527394,0.12518974641976804,226,-1.6035539332578315,-1.6023992748900853,-1.6029766040739584,0.0005773291838730987
0.1933990716934204,0.01192009449005127,0.0074950456619262695,0.002255558967590332,True,3,0.8,2,5,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-0.502308393910537,-0.7900619640199247,-0.6461851789652309,0.1438767850546938,21,-1.5899587872077843,-1.5872650881299972,-1.5886119376688908,0.0013468495388935242
0.4292011260986328,0.023496389389038086,0.014351129531860352,0.0004677772521972656,True,3,0.8,2,5,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",-0.5562896956167326,-0.7816103417892809,-0.6689500187030067,0.11266032308627416,31,-1.6395461330937982,-1.634464014018496,-1.6370050735561472,0.002541059537651047
0.08523154258728027,0.001149892807006836,0.0070095062255859375,0.0005557537078857422,True,3,0.8,2,7,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 40, 'random_state': 42}",-0.8576249432329713,-1.1080044360725074,-0.9828146896527394,0.12518974641976804,226,-1.6035539332578315,-1.6023992748900853,-1.6029766040739584,0.0005773291838730987
0.22732746601104736,0.0036886930465698242,0.011192917823791504,4.3511390686035156e-05,True,3,0.8,2,7,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 100, 'random_state': 42}",-0.5049861369465256,-0.7977191949889166,-0.6513526659677211,0.1463665290211955,22,-1.5984322202068253,-1.595737780531875,-1.5970850003693502,0.0013472198374750999
0.4332772493362427,0.010206818580627441,0.016869306564331055,0.002763509750366211,True,3,0.8,2,7,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 200, 'random_state': 42}",-0.5328478903711341,-0.7719028376773005,-0.6523753640242174,0.1195274736530832,23,-1.6467782349648843,-1.6411820581167813,-1.6439801465408328,0.0027980884240514925
0.09735023975372314,0.005741000175476074,0.006771445274353027,0.0004900693893432617,True,3,0.8,10,2,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 40, 'random_state': 42}",-0.5099810104556569,-0.9160895404572541,-0.7130352754564555,0.2030542650007986,73,-1.7325753005373958,-1.72893713570386,-1.730756218120628,0.0018190824167678699
0.20845568180084229,0.014398455619812012,0.010248064994812012,0.0014458894729614258,True,3,0.8,10,2,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-0.4942740724770666,-0.8283573673167309,-0.6613157198968987,0.16704164741983216,25,-1.7105475594766688,-1.7062240763234096,-1.708385817900039,0.0021617415766296277
0.39176952838897705,0.008379578590393066,0.014289259910583496,0.00022161006927490234,True,3,0.8,10,2,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",-0.4518977357650909,-0.760226528284014,-0.6060621320245525,0.15416439625946157,7,-1.7164483714874392,-1.712489520125105,-1.714468945806272,0.0019794256811671573
0.08504331111907959,0.004882693290710449,0.003887176513671875,0.0007748603820800781,True,3,0.8,10,5,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 40, 'random_state': 42}",-0.5099810104556569,-0.9160895404572541,-0.7130352754564555,0.2030542650007986,73,-1.7325753005373958,-1.72893713570386,-1.730756218120628,0.0018190824167678699
0.18464362621307373,0.004747748374938965,0.00921475887298584,0.0008071660995483398,True,3,0.8,10,5,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-0.4942740724770666,-0.8283573673167309,-0.6613157198968987,0.16704164741983216,25,-1.7105475594766688,-1.7062240763234096,-1.708385817900039,0.0021617415766296277
0.4017282724380493,0.009558320045471191,0.016510844230651855,0.0023230314254760742,True,3,0.8,10,5,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",-0.4518977357650909,-0.760226528284014,-0.6060621320245525,0.15416439625946157,7,-1.7164483714874392,-1.712489520125105,-1.714468945806272,0.0019794256811671573
0.09013044834136963,0.0027326345443725586,0.005528807640075684,0.00043141841888427734,True,3,0.8,10,7,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 40, 'random_state': 42}",-0.5099810104556569,-0.9160895404572541,-0.7130352754564555,0.2030542650007986,73,-1.7325753005373958,-1.72893713570386,-1.730756218120628,0.0018190824167678699
0.20988905429840088,0.001765131950378418,0.00930631160736084,0.0004431009292602539,True,3,0.8,10,7,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 100, 'random_state': 42}",-0.4942740724770666,-0.8283573673167309,-0.6613157198968987,0.16704164741983216,25,-1.7105475594766688,-1.7062240763234096,-1.708385817900039,0.0021617415766296277
0.44114160537719727,0.013840913772583008,0.013889193534851074,0.0021692514419555664,True,3,0.8,10,7,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 200, 'random_state': 42}",-0.4518977357650909,-0.760226528284014,-0.6060621320245525,0.15416439625946157,7,-1.7164483714874392,-1.712489520125105,-1.714468945806272,0.0019794256811671573
0.08989357948303223,0.005452632904052734,0.0071332454681396484,0.00030732154846191406,True,3,1.0,1,2,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40, 'random_state': 42}",-0.6766305823338529,-0.6785565076581089,-0.6775935449959809,0.0009629626621280307,38,-1.4234734544820973,-1.4220901067873153,-1.4227817806347063,0.0006916738473909945
0.23365581035614014,0.006467700004577637,0.011593937873840332,0.00016438961029052734,True,3,1.0,1,2,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-0.653181603991052,-0.7537000270581119,-0.7034408155245819,0.05025921153352997,63,-1.4545755125066,-1.4525066462449203,-1.4535410793757602,0.0010344331308398402
0.4482160806655884,0.010880827903747559,0.012039422988891602,0.004175424575805664,True,3,1.0,1,2,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",-0.737597309128617,-0.7743904362189268,-0.7559938726737718,0.018396563545154898,82,-1.4782914841739956,-1.477508923739369,-1.4779002039566822,0.00039128021731327234
0.08614075183868408,0.003797173500061035,0.006548762321472168,0.0011883974075317383,True,3,1.0,1,5,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40, 'random_state': 42}",-0.5844507595649487,-0.6437997187943795,-0.6141252391796641,0.029674479614715366,10,-1.4513694775795838,-1.449298116478719,-1.4503337970291514,0.0010356805504323496
0.19891810417175293,0.011475563049316406,0.007202029228210449,0.0014265775680541992,True,3,1.0,1,5,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-0.6808333111625018,-0.7105862167710748,-0.6957097639667883,0.01487645280428651,51,-1.4677601004904157,-1.4656507036801498,-1.4667054020852828,0.0010546984051329478
0.401153564453125,0.00512385368347168,0.017828822135925293,0.0011600255966186523,True,3,1.0,1,5,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",-0.737737988401601,-0.7735548431915638,-0.7556464157965823,0.017908427394981385,80,-1.4788305542813729,-1.4779926974598512,-1.4784116258706121,0.00041892841076085485
0.09154272079467773,0.0012586116790771484,0.005692481994628906,0.0016171932220458984,True,3,1.0,1,7,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 40, 'random_state': 42}",-0.5844507595649487,-0.6437997187943795,-0.6141252391796641,0.029674479614715366,10,-1.4513694775795838,-1.449298116478719,-1.4503337970291514,0.0010356805504323496
0.20821964740753174,0.004216790199279785,0.00871431827545166,0.0022743940353393555,True,3,1.0,1,7,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 100, 'random_state': 42}",-0.6486970863450787,-0.7553059521297415,-0.70200151923741,0.05330443289233139,60,-1.4693393524262788,-1.4669255991177712,-1.468132475772025,0.0012068766542537857
0.605832576751709,0.0426783561706543,0.061366915702819824,0.0007520914077758789,True,3,1.0,1,7,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 200, 'random_state': 42}",-0.7396723238610698,-0.8357384530248778,-0.7877053884429739,0.048033064581903984,85,-1.4780529799459388,-1.4774405527774956,-1.4777467663617172,0.00030621358422155964
0.08680570125579834,0.0013214349746704102,0.0067549943923950195,2.7298927307128906e-05,True,3,1.0,2,2,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 40, 'random_state': 42}",-0.7401568489451397,-0.6690895120117517,-0.7046231804784457,0.03553366846669398,65,-1.4391671104118187,-1.437809702784703,-1.4384884065982608,0.0006787038135578349
0.37318313121795654,0.06138765811920166,0.03454697132110596,0.010969042778015137,True,3,1.0,2,2,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-0.6286403840649594,-0.7431316604718623,-0.6858860222684109,0.057245638203451465,44,-1.4761673508160502,-1.4735253098940253,-1.4748463303550379,0.0013210204610124565
0.8159881830215454,0.03409993648529053,0.020374655723571777,0.001770615577697754,True,3,1.0,2,2,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",-0.7116415248528308,-0.8218216200069476,-0.7667315724298892,0.055090047577058376,84,-1.484702872735803,-1.4837769290890477,-1.4842399009124252,0.00046297182337762255
0.18311631679534912,0.036327481269836426,0.007876276969909668,0.0006309747695922852,True,3,1.0,2,5,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 40, 'random_state': 42}",-0.5844507595649487,-0.6437997187943795,-0.6141252391796641,0.029674479614715366,10,-1.4500933910330938,-1.4480293040412078,-1.4490613475371508,0.0010320434959429914
0.29798758029937744,0.0196913480758667,0.012282371520996094,0.0002300739288330078,True,3,1.0,2,5,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-0.6808333111625018,-0.7105862167710748,-0.6957097639667883,0.01487645280428651,51,-1.4671408228995455,-1.4650349561732667,-1.4660878895364062,0.0010529333631393856
0.49629247188568115,0.018128275871276855,0.018396854400634766,0.004213571548461914,True,3,1.0,2,5,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",-0.737737988401601,-0.7735548431915638,-0.7556464157965823,0.017908427394981385,80,-1.4790214198716247,-1.4782367701044432,-1.478629094988034,0.00039232488359075557
0.10087716579437256,0.0002573728561401367,0.007528901100158691,0.0020350217819213867,True,3,1.0,2,7,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 40, 'random_state': 42}",-0.5844507595649487,-0.6437997187943795,-0.6141252391796641,0.029674479614715366,10,-1.4500933910330938,-1.4480293040412078,-1.4490613475371508,0.0010320434959429914
0.22869586944580078,0.006903171539306641,0.006660103797912598,0.0017281770706176758,True,3,1.0,2,7,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 100, 'random_state': 42}",-0.6486970863450787,-0.7553059521297415,-0.70200151923741,0.05330443289233139,60,-1.468522799397109,-1.4661137007068459,-1.4673182500519775,0.0012045493451315892
0.4407714605331421,0.0062721967697143555,0.0175173282623291,0.00021123886108398438,True,3,1.0,2,7,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 200, 'random_state': 42}",-0.7396723238610698,-0.8357384530248778,-0.7877053884429739,0.048033064581903984,85,-1.4781040524118687,-1.4775452152830557,-1.477824633847462,0.00027941856440649726
0.09552192687988281,0.004225969314575195,0.006201744079589844,0.0028619766235351562,True,3,1.0,10,2,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 40, 'random_state': 42}",-0.9500011819763452,-0.9542756855041838,-0.9521384337402645,0.0021372517639193234,194,-1.4800498757031078,-1.4797711640324025,-1.4799105198677551,0.00013935583535262808
0.2088630199432373,0.009367942810058594,0.009858489036560059,0.0018314123153686523,True,3,1.0,10,2,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-0.7719111126592091,-0.720454066869211,-0.74618258976421,0.02572852289499905,77,-1.4854910074897976,-1.4833276735640692,-1.4844093405269334,0.0010816669628641584
0.43334925174713135,0.009957432746887207,0.020330309867858887,0.002812981605529785,True,3,1.0,10,2,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",-0.645869731333363,-0.7335091610983459,-0.6896894462158545,0.04381971488249142,48,-1.4852896301996348,-1.4843081512553282,-1.4847988907274816,0.0004907394721532787
0.10064935684204102,0.0025777816772460938,0.005815029144287109,0.0006961822509765625,True,3,1.0,10,5,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 40, 'random_state': 42}",-0.9500011819763452,-0.9542756855041838,-0.9521384337402645,0.0021372517639193234,194,-1.4800498757031078,-1.4797711640324025,-1.4799105198677551,0.00013935583535262808
0.21273648738861084,1.6808509826660156e-05,0.010230064392089844,0.0002961158752441406,True,3,1.0,10,5,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-0.7719111126592091,-0.720454066869211,-0.74618258976421,0.02572852289499905,77,-1.4854910074897976,-1.4833276735640692,-1.4844093405269334,0.0010816669628641584
0.5193806886672974,0.021465420722961426,0.021931886672973633,0.0014095306396484375,True,3,1.0,10,5,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",-0.645869731333363,-0.7335091610983459,-0.6896894462158545,0.04381971488249142,48,-1.4852896301996348,-1.4843081512553282,-1.4847988907274816,0.0004907394721532787
0.12721717357635498,0.005617499351501465,0.007637381553649902,0.0006352663040161133,True,3,1.0,10,7,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 40, 'random_state': 42}",-0.9500011819763452,-0.9542756855041838,-0.9521384337402645,0.0021372517639193234,194,-1.4800498757031078,-1.4797711640324025,-1.4799105198677551,0.00013935583535262808
0.3058288097381592,0.004523515701293945,0.01003110408782959,0.001031041145324707,True,3,1.0,10,7,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 100, 'random_state': 42}",-0.7719111126592091,-0.720454066869211,-0.74618258976421,0.02572852289499905,77,-1.4854910074897976,-1.4833276735640692,-1.4844093405269334,0.0010816669628641584
0.544685959815979,0.007636666297912598,0.014495134353637695,0.0009927749633789062,True,3,1.0,10,7,200,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 1.0, 'min_samples_leaf': 10, 'min_samples_split': 7, 'n_estimators': 200, 'random_state': 42}",-0.645869731333363,-0.7335091610983459,-0.6896894462158545,0.04381971488249142,48,-1.4852896301996348,-1.4843081512553282,-1.4847988907274816,0.0004907394721532787
0.1114431619644165,0.0005191564559936523,0.007394313812255859,0.0007417201995849609,True,5,0.8,1,2,40,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40, 'random_state': 42}",-1.3247430260919393,-1.0094682034883857,-1.1671056147901626,0.15763741130177678,318,-1.1756675901375404,-1.1736571348937692,-1.174662362515655,0.001005227621885596
0.2819000482559204,0.003020644187927246,0.010667204856872559,0.0006374120712280273,True,5,0.8,1,2,100,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1.1430961433878974,-0.8611635971513343,-1.002129870269616,0.14096627311828158,241,-1.1645880026563769,-1.1615198655528796,-1.1630539341046282,0.0015340685517486463
0.5843493938446045,0.001949310302734375,0.025441646575927734,0.0009441375732421875,True,5,0.8,1,2,200,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",-1.1219078038818335,-0.8378986872128645,-0.9799032455473491,0.1420045583344845,222,-1.1764571738636835,-1.1734376406775897,-1.1749474072706367,0.0015097665930469129
0.10463595390319824,0.0032405853271484375,0.00644528865814209,0.0015503168106079102,True,5,0.8,1,5,40,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40, 'random_state': 42}",-1.2398440029616427,-0.9985364031068278,-1.1191902030342353,0.12065379992740743,306,-1.1840867203532421,-1.184620945253127,-1.1843538328031844,0.00026711244994237493
0.27807581424713135,0.0032399892807006836,0.021840214729309082,0.00014507770538330078,True,5,0.8,1,5,100,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-1.203776892714769,-0.8678761498389511,-1.03582652127686,0.16795037143790892,258,-1.1820788986681507,-1.1808957112710825,-1.1814873049696166,0.0005915936985341208
0.6339935064315796,0.011552214622497559,0.024409890174865723,0.0006204843521118164,True,5,0.8,1,5,200,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",-1.185740977737942,-0.8312621245162555,-1.0085015511270987,0.17723942661084324,246,-1.1860518749427669,-1.184210351398217,-1.1851311131704918,0.0009207617722749584
0.12444961071014404,0.006801724433898926,0.008951067924499512,0.0013791322708129883,True,5,0.8,1,7,40,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 40, 'random_state': 42}",-1.2658227563406865,-0.8885406514067203,-1.0771817038737035,0.1886410524669831,293,-1.2126089787803314,-1.2090047678797071,-1.2108068733300192,0.0018021054503121192
0.2754555940628052,0.005716443061828613,0.01172029972076416,0.00033223628997802734,True,5,0.8,1,7,100,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 100, 'random_state': 42}",-1.290992917802362,-0.8826560185432442,-1.0868244681728032,0.20416844962955893,299,-1.185548127052396,-1.1852343921036583,-1.1853912595780272,0.00015686747436882698
0.5497485399246216,0.013897299766540527,0.019739866256713867,0.0007305145263671875,True,5,0.8,1,7,200,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 200, 'random_state': 42}",-1.2470179979922225,-0.8380000895944448,-1.0425090437933338,0.20450895419888884,268,-1.1910080171962296,-1.187874945425601,-1.1894414813109153,0.0015665358853143019
0.1199502944946289,0.000698089599609375,0.007405281066894531,0.002498149871826172,True,5,0.8,2,2,40,42,"{'bootstrap': True, 'max_depth': 5, 'max_features': 0.8, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 40, 'random_state': 42}",-1.1917065828979685,-0.9237760314346924,-1.0577413071663304,0.13396527573163802,279,-1.1701601203960237,-1.1682748197850725,-1.169217470090548,0.0009426503054755786
