DATE,UNIDADE,QUANTIDADE
2023-04-08,CO de Capuava,15661.0
2023-04-08,CO de Cascavel,2089.0
2023-04-08,CO de Cuiabá,4527.0
2023-04-08,CO de Duque de Caxias,18481.0
2023-04-08,CO de Fortaleza,17454.0
2023-04-08,CO de Goiânia,5706.0
2023-04-08,CO de Gurupi,2435.0
2023-04-08,CO de Ibirité,9185.0
2023-04-08,CO de Jardinópolis,6130.0
2023-04-08,CO de Mataripe,9587.0
2023-04-08,CO de Natal,8677.0
2023-04-08,CO de Passo Fundo,4336.0
2023-04-08,CO de Paulínia,8377.0
2023-04-08,CO de Pelotas,1964.0
2023-04-08,CO de Suape,18017.0
2023-04-08,CO de São José dos Campos,4599.0
2023-04-08,CO de São Luís,9376.0
2023-04-08,CO de Uberlândia,4404.0
2023-04-08,DAC de Aracaju,2481.0
2023-04-08,DAC de Barra de São Francisco,480.0
2023-04-08,DAC de Bauru,737.0
2023-04-08,DAC de Caxias do Sul,781.0
2023-04-08,DAC de Governador Valadares,2041.0
2023-04-08,DAC de Itajaí,417.0
2023-04-08,DAC de Itaobim,500.0
2023-04-08,DAC de Jequié,1136.0
2023-04-08,DAC de Joinville,759.0
2023-04-08,DAC de João Pessoa,4086.0
2023-04-08,DAC de Londrina,1840.0
2023-04-08,DAC de Macapá,705.0
2023-04-08,DAC de Montes Claros,1212.0
2023-04-08,DAC de Mossoró,1063.0
2023-04-08,DAC de Ponta Grossa,819.0
2023-04-08,DAC de Rio Largo,3526.0
2023-04-08,DAC de Santa Maria,665.0
2023-04-08,DAC de Santos,2270.0
2023-04-08,DAC de Serra,2074.0
2023-04-08,DAC de Socorro,5601.0
2023-04-08,DAC de São José,1506.0
2023-04-08,DAC de São José do Rio Preto,904.0
2023-04-08,DAC de Teresina,2724.0
2023-04-09,CO de Goiânia,665.0
2023-04-09,CO de Gurupi,431.0
2023-04-09,CO de Uberlândia,65.0
2023-04-10,CO de Araucária,17624.0
2023-04-10,CO de Barueri,18453.0
2023-04-10,CO de Belém,17446.0
2023-04-10,CO de Brasília,6919.0
2023-04-10,CO de Campo Grande,9421.0
2023-04-10,CO de Canoas,22658.0
2023-04-10,CO de Capuava,17606.0
2023-04-10,CO de Cascavel,4374.0
2023-04-10,CO de Cuiabá,8873.0
2023-04-10,CO de Duque de Caxias,29674.0
2023-04-10,CO de Fortaleza,18310.0
2023-04-10,CO de Goiânia,12051.0
2023-04-10,CO de Gurupi,4259.0
2023-04-10,CO de Ibirité,17152.0
2023-04-10,CO de Jardinópolis,11838.0
2023-04-10,CO de Mataripe,19029.0
2023-04-10,CO de Natal,13073.0
2023-04-10,CO de Passo Fundo,8758.0
2023-04-10,CO de Paulínia,18624.0
2023-04-10,CO de Pelotas,4815.0
2023-04-10,CO de Suape,29937.0
2023-04-10,CO de São José dos Campos,8334.0
2023-04-10,CO de São Luís,17867.0
2023-04-10,CO de Uberlândia,10258.0
2023-04-10,DAC de Aracaju,2554.0
2023-04-10,DAC de Barra de São Francisco,2128.0
2023-04-10,DAC de Bauru,4475.0
2023-04-10,DAC de Caxias do Sul,1275.0
2023-04-10,DAC de Governador Valadares,1792.0
2023-04-10,DAC de Itajaí,2806.0
2023-04-10,DAC de Itaobim,2471.0
2023-04-10,DAC de Jequié,4139.0
2023-04-10,DAC de Joinville,1266.0
2023-04-10,DAC de João Pessoa,4738.0
2023-04-10,DAC de Juazeiro,2878.0
2023-04-10,DAC de Londrina,1251.0
2023-04-10,DAC de Macapá,1672.0
2023-04-10,DAC de Montes Claros,2431.0
2023-04-10,DAC de Mossoró,1091.0
2023-04-10,DAC de Ponta Grossa,1728.0
2023-04-10,DAC de Rio Largo,4517.0
2023-04-10,DAC de Santa Maria,2187.0
2023-04-10,DAC de Santos,288.0
2023-04-10,DAC de Serra,5966.0
2023-04-10,DAC de Socorro,9993.0
2023-04-10,DAC de São José,3506.0
2023-04-10,DAC de São José do Rio Preto,4959.0
2023-04-10,DAC de Teresina,3998.0
2023-04-11,CO de Araucária,20994.0
2023-04-11,CO de Barueri,17507.0
2023-04-11,CO de Belém,15491.0
2023-04-11,CO de Brasília,6764.0
2023-04-11,CO de Campo Grande,10465.0
2023-04-11,CO de Canoas,23266.0
2023-04-11,CO de Capuava,7969.0
2023-04-11,CO de Cascavel,6032.0
2023-04-11,CO de Cuiabá,7508.0
2023-04-11,CO de Duque de Caxias,22154.0
2023-04-11,CO de Fortaleza,16617.0
2023-04-11,CO de Goiânia,10283.0
2023-04-11,CO de Gurupi,4489.0
2023-04-11,CO de Ibirité,12692.0
2023-04-11,CO de Jardinópolis,9589.0
2023-04-11,CO de Mataripe,17834.0
2023-04-11,CO de Natal,9927.0
2023-04-11,CO de Passo Fundo,7919.0
2023-04-11,CO de Paulínia,14814.0
2023-04-11,CO de Pelotas,2842.0
2023-04-11,CO de Suape,27852.0
2023-04-11,CO de São José dos Campos,8594.0
2023-04-11,CO de São Luís,9153.0
2023-04-11,CO de Uberlândia,10764.0
2023-04-11,DAC de Aracaju,1886.0
2023-04-11,DAC de Barra de São Francisco,2201.0
2023-04-11,DAC de Bauru,4342.0
2023-04-11,DAC de Caxias do Sul,3283.0
2023-04-11,DAC de Governador Valadares,1149.0
2023-04-11,DAC de Itajaí,2250.0
2023-04-11,DAC de Itaobim,1244.0
2023-04-11,DAC de Jequié,5719.0
2023-04-11,DAC de Joinville,641.0
2023-04-11,DAC de João Pessoa,3970.0
2023-04-11,DAC de Juazeiro,2609.0
2023-04-11,DAC de Londrina,1980.0
2023-04-11,DAC de Macapá,1032.0
2023-04-11,DAC de Montes Claros,1591.0
2023-04-11,DAC de Mossoró,800.0
2023-04-11,DAC de Ponta Grossa,1669.0
2023-04-11,DAC de Pres Prudente,891.0
2023-04-11,DAC de Rio Largo,4393.0
2023-04-11,DAC de Santa Maria,2482.0
2023-04-11,DAC de Santos,3432.0
2023-04-11,DAC de Serra,5781.0
2023-04-11,DAC de Socorro,5305.0
2023-04-11,DAC de São José,1921.0
2023-04-11,DAC de São José do Rio Preto,2463.0
2023-04-11,DAC de Teresina,2817.0
2023-04-12,CO de Araucária,16465.0
2023-04-12,CO de Barueri,17421.0
2023-04-12,CO de Belém,15633.0
2023-04-12,CO de Brasília,6877.0
2023-04-12,CO de Campo Grande,9178.0
2023-04-12,CO de Canoas,15524.0
2023-04-12,CO de Capuava,22372.0
2023-04-12,CO de Cascavel,7206.0
2023-04-12,CO de Cuiabá,11689.0
2023-04-12,CO de Duque de Caxias,24131.0
2023-04-12,CO de Fortaleza,17954.0
2023-04-12,CO de Goiânia,10244.0
2023-04-12,CO de Gurupi,4989.0
2023-04-12,CO de Ibirité,14927.0
2023-04-12,CO de Jardinópolis,11005.0
2023-04-12,CO de Mataripe,14599.0
2023-04-12,CO de Natal,11531.0
2023-04-12,CO de Passo Fundo,6560.0
2023-04-12,CO de Paulínia,15738.0
2023-04-12,CO de Pelotas,7322.0
2023-04-12,CO de Suape,26753.0
2023-04-12,CO de São José dos Campos,8671.0
2023-04-12,CO de São Luís,14952.0
2023-04-12,CO de Uberlândia,8499.0
2023-04-12,DAC de Aracaju,1577.0
2023-04-12,DAC de Barra de São Francisco,1968.0
2023-04-12,DAC de Bauru,3710.0
2023-04-12,DAC de Caxias do Sul,2844.0
2023-04-12,DAC de Governador Valadares,815.0
2023-04-12,DAC de Itajaí,934.0
2023-04-12,DAC de Itaobim,3070.0
2023-04-12,DAC de Jequié,4553.0
2023-04-12,DAC de Joinville,1127.0
2023-04-12,DAC de João Pessoa,4411.0
2023-04-12,DAC de Juazeiro,3117.0
2023-04-12,DAC de Londrina,1674.0
2023-04-12,DAC de Macapá,891.0
2023-04-12,DAC de Montes Claros,1201.0
2023-04-12,DAC de Mossoró,2088.0
2023-04-12,DAC de Ponta Grossa,1460.0
2023-04-12,DAC de Pres Prudente,489.0
2023-04-12,DAC de Rio Largo,3120.0
2023-04-12,DAC de Santa Maria,1837.0
2023-04-12,DAC de Santos,3450.0
2023-04-12,DAC de Serra,4395.0
2023-04-12,DAC de Socorro,6425.0
2023-04-12,DAC de São José,1416.0
2023-04-12,DAC de São José do Rio Preto,4404.0
2023-04-12,DAC de Teresina,3213.0
2023-04-13,CO de Araucária,16532.0
2023-04-13,CO de Barueri,19334.0
2023-04-13,CO de Belém,14678.0
2023-04-13,CO de Brasília,6493.0
2023-04-13,CO de Campo Grande,9549.0
2023-04-13,CO de Canoas,16618.0
2023-04-13,CO de Capuava,19275.0
2023-04-13,CO de Cascavel,4229.0
2023-04-13,CO de Cuiabá,8699.0
2023-04-13,CO de Duque de Caxias,16474.0
2023-04-13,CO de Fortaleza,20194.0
2023-04-13,CO de Goiânia,9725.0
2023-04-13,CO de Gurupi,4545.0
2023-04-13,CO de Ibirité,13800.0
2023-04-13,CO de Jardinópolis,7157.0
2023-04-13,CO de Mataripe,17596.0
2023-04-13,CO de Natal,7617.0
2023-04-13,CO de Passo Fundo,9603.0
2023-04-13,CO de Paulínia,13790.0
2023-04-13,CO de Pelotas,2688.0
2023-04-13,CO de Suape,25122.0
2023-04-13,CO de São José dos Campos,5878.0
2023-04-13,CO de São Luís,16988.0
2023-04-13,CO de Uberlândia,9388.0
2023-04-13,DAC de Aracaju,705.0
2023-04-13,DAC de Barra de São Francisco,1972.0
2023-04-13,DAC de Bauru,3010.0
2023-04-13,DAC de Caxias do Sul,1723.0
2023-04-13,DAC de Governador Valadares,2270.0
2023-04-13,DAC de Itajaí,1295.0
2023-04-13,DAC de Itaobim,1070.0
2023-04-13,DAC de Jequié,7849.0
2023-04-13,DAC de Joinville,983.0
2023-04-13,DAC de João Pessoa,5728.0
2023-04-13,DAC de Juazeiro,1502.0
2023-04-13,DAC de Londrina,1274.0
2023-04-13,DAC de Macapá,1485.0
2023-04-13,DAC de Montes Claros,2211.0
2023-04-13,DAC de Mossoró,2228.0
2023-04-13,DAC de Ponta Grossa,1645.0
2023-04-13,DAC de Pres Prudente,492.0
2023-04-13,DAC de Rio Largo,4260.0
2023-04-13,DAC de Santa Maria,3006.0
2023-04-13,DAC de Santos,2379.0
2023-04-13,DAC de Serra,4690.0
2023-04-13,DAC de Socorro,4866.0
2023-04-13,DAC de São José,2522.0
2023-04-13,DAC de São José do Rio Preto,3076.0
2023-04-13,DAC de Teresina,2967.0
2023-04-14,CO de Araucária,13870.0
2023-04-14,CO de Barueri,18595.0
2023-04-14,CO de Belém,16750.0
2023-04-14,CO de Brasília,6184.0
2023-04-14,CO de Campo Grande,7197.0
2023-04-14,CO de Canoas,15038.0
2023-04-14,CO de Capuava,15137.0
2023-04-14,CO de Cascavel,4408.0
2023-04-14,CO de Cuiabá,7295.0
2023-04-14,CO de Duque de Caxias,22787.0
2023-04-14,CO de Fortaleza,16151.0
2023-04-14,CO de Goiânia,7774.0
2023-04-14,CO de Gurupi,5346.0
2023-04-14,CO de Ibirité,16300.0
2023-04-14,CO de Jardinópolis,8724.0
2023-04-14,CO de Mataripe,17030.0
2023-04-14,CO de Natal,9848.0
2023-04-14,CO de Passo Fundo,6416.0
2023-04-14,CO de Paulínia,15048.0
2023-04-14,CO de Pelotas,4612.0
2023-04-14,CO de Suape,27871.0
2023-04-14,CO de São José dos Campos,4636.0
2023-04-14,CO de São Luís,13222.0
2023-04-14,CO de Uberlândia,15463.0
2023-04-14,DAC de Aracaju,1832.0
2023-04-14,DAC de Barra de São Francisco,1281.0
2023-04-14,DAC de Bauru,4975.0
2023-04-14,DAC de Caxias do Sul,2482.0
2023-04-14,DAC de Governador Valadares,934.0
2023-04-14,DAC de Itajaí,1422.0
2023-04-14,DAC de Itaobim,2085.0
2023-04-14,DAC de Jequié,7024.0
2023-04-14,DAC de Joinville,1859.0
2023-04-14,DAC de João Pessoa,4353.0
2023-04-14,DAC de Juazeiro,2321.0
2023-04-14,DAC de Londrina,2570.0
2023-04-14,DAC de Macapá,1005.0
2023-04-14,DAC de Montes Claros,1646.0
2023-04-14,DAC de Mossoró,1125.0
2023-04-14,DAC de Ponta Grossa,980.0
2023-04-14,DAC de Pres Prudente,473.0
2023-04-14,DAC de Rio Largo,4466.0
2023-04-14,DAC de Santa Maria,455.0
2023-04-14,DAC de Santos,2755.0
2023-04-14,DAC de Serra,4769.0
2023-04-14,DAC de Socorro,6949.0
2023-04-14,DAC de São José,3086.0
2023-04-14,DAC de São José do Rio Preto,1996.0
2023-04-14,DAC de Teresina,1772.0
2023-04-15,CO de Araucária,9869.0
2023-04-15,CO de Barueri,13985.0
2023-04-15,CO de Belém,13150.0
2023-04-15,CO de Brasília,2715.0
2023-04-15,CO de Campo Grande,4282.0
2023-04-15,CO de Canoas,8833.0
2023-04-15,CO de Capuava,16761.0
2023-04-15,CO de Cascavel,2456.0
2023-04-15,CO de Cuiabá,5568.0
2023-04-15,CO de Duque de Caxias,15408.0
2023-04-15,CO de Fortaleza,14166.0
2023-04-15,CO de Goiânia,7712.0
2023-04-15,CO de Gurupi,1350.0
2023-04-15,CO de Ibirité,6437.0
2023-04-15,CO de Jardinópolis,6024.0
2023-04-15,CO de Mataripe,16499.0
2023-04-15,CO de Natal,6252.0
2023-04-15,CO de Passo Fundo,1707.0
2023-04-15,CO de Paulínia,10637.0
2023-04-15,CO de Pelotas,1636.0
2023-04-15,CO de Suape,20235.0
2023-04-15,CO de São José dos Campos,2901.0
2023-04-15,CO de São Luís,16453.0
2023-04-15,CO de Uberlândia,2954.0
2023-04-15,DAC de Aracaju,1670.0
2023-04-15,DAC de Barra de São Francisco,1004.0
2023-04-15,DAC de Bauru,776.0
2023-04-15,DAC de Caxias do Sul,504.0
2023-04-15,DAC de Governador Valadares,1280.0
2023-04-15,DAC de Itajaí,508.0
2023-04-15,DAC de Itaobim,684.0
2023-04-15,DAC de Jequié,2186.0
2023-04-15,DAC de Joinville,446.0
2023-04-15,DAC de João Pessoa,2579.0
2023-04-15,DAC de Juazeiro,600.0
2023-04-15,DAC de Londrina,1060.0
2023-04-15,DAC de Macapá,390.0
2023-04-15,DAC de Montes Claros,1663.0
2023-04-15,DAC de Mossoró,2365.0
2023-04-15,DAC de Ponta Grossa,499.0
2023-04-15,DAC de Rio Largo,3768.0
2023-04-15,DAC de Santa Maria,618.0
2023-04-15,DAC de Santos,2639.0
2023-04-15,DAC de Serra,2071.0
2023-04-15,DAC de Socorro,1312.0
2023-04-15,DAC de São José do Rio Preto,662.0
2023-04-16,CO de Goiânia,257.0
2023-04-16,DAC de Teresina,2832.0
2023-04-17,CO de Araucária,19789.0
2023-04-17,CO de Barueri,18139.0
2023-04-17,CO de Belém,15442.0
2023-04-17,CO de Brasília,5370.0
2023-04-17,CO de Campo Grande,9170.0
2023-04-17,CO de Canoas,18861.0
2023-04-17,CO de Capuava,16047.0
2023-04-17,CO de Cascavel,6389.0
2023-04-17,CO de Cuiabá,9713.0
2023-04-17,CO de Duque de Caxias,25131.0
2023-04-17,CO de Fortaleza,9084.0
2023-04-17,CO de Goiânia,9555.0
2023-04-17,CO de Gurupi,4628.0
2023-04-17,CO de Ibirité,17133.0
2023-04-17,CO de Jardinópolis,11462.0
2023-04-17,CO de Mataripe,16101.0
2023-04-17,CO de Natal,10025.0
2023-04-17,CO de Passo Fundo,10451.0
2023-04-17,CO de Paulínia,13562.0
2023-04-17,CO de Pelotas,6197.0
2023-04-17,CO de Suape,29804.0
2023-04-17,CO de São José dos Campos,7166.0
2023-04-17,CO de São Luís,12531.0
2023-04-17,CO de Uberlândia,11363.0
2023-04-17,DAC de Aracaju,1670.0
2023-04-17,DAC de Bauru,3426.0
2023-04-17,DAC de Caxias do Sul,1928.0
2023-04-17,DAC de Governador Valadares,968.0
2023-04-17,DAC de Itajaí,2697.0
2023-04-17,DAC de Itaobim,1244.0
2023-04-17,DAC de Jequié,5445.0
2023-04-17,DAC de Joinville,1264.0
2023-04-17,DAC de João Pessoa,3695.0
2023-04-17,DAC de Juazeiro,2866.0
2023-04-17,DAC de Londrina,1381.0
2023-04-17,DAC de Macapá,1552.0
2023-04-17,DAC de Montes Claros,2444.0
2023-04-17,DAC de Mossoró,1418.0
2023-04-17,DAC de Ponta Grossa,1561.0
2023-04-17,DAC de Pres Prudente,489.0
2023-04-17,DAC de Rio Largo,3741.0
2023-04-17,DAC de Santa Maria,2332.0
2023-04-17,DAC de Santos,2613.0
2023-04-17,DAC de Serra,2910.0
2023-04-17,DAC de Socorro,5298.0
2023-04-17,DAC de São José,1224.0
2023-04-17,DAC de São José do Rio Preto,5151.0
2023-04-17,DAC de Teresina,3928.0
2023-04-18,CO de Araucária,16748.0
2023-04-18,CO de Barueri,16751.0
2023-04-18,CO de Belém,11778.0
2023-04-18,CO de Brasília,5589.0
2023-04-18,CO de Campo Grande,6660.0
2023-04-18,CO de Canoas,20754.0
2023-04-18,CO de Capuava,19886.0
2023-04-18,CO de Cascavel,5644.0
2023-04-18,CO de Cuiabá,9654.0
2023-04-18,CO de Duque de Caxias,26308.0
2023-04-18,CO de Fortaleza,15499.0
2023-04-18,CO de Goiânia,10506.0
2023-04-18,CO de Gurupi,3469.0
2023-04-18,CO de Ibirité,12185.0
2023-04-18,CO de Jardinópolis,15531.0
2023-04-18,CO de Mataripe,19431.0
2023-04-18,CO de Natal,10342.0
2023-04-18,CO de Passo Fundo,7407.0
2023-04-18,CO de Paulínia,12931.0
2023-04-18,CO de Pelotas,4139.0
2023-04-18,CO de Suape,24667.0
2023-04-18,CO de São José dos Campos,5008.0
2023-04-18,CO de São Luís,12760.0
2023-04-18,CO de Uberlândia,7736.0
2023-04-18,DAC de Aracaju,1061.0
2023-04-18,DAC de Barra de São Francisco,2592.0
2023-04-18,DAC de Bauru,2929.0
2023-04-18,DAC de Caxias do Sul,2077.0
2023-04-18,DAC de Governador Valadares,1102.0
2023-04-18,DAC de Itajaí,2008.0
2023-04-18,DAC de Itaobim,1984.0
2023-04-18,DAC de Jequié,5157.0
2023-04-18,DAC de Joinville,828.0
2023-04-18,DAC de João Pessoa,6107.0
2023-04-18,DAC de Juazeiro,1814.0
2023-04-18,DAC de Londrina,1403.0
2023-04-18,DAC de Macapá,1274.0
2023-04-18,DAC de Montes Claros,1679.0
2023-04-18,DAC de Mossoró,743.0
2023-04-18,DAC de Ponta Grossa,1134.0
2023-04-18,DAC de Pres Prudente,448.0
2023-04-18,DAC de Rio Largo,5314.0
2023-04-18,DAC de Santa Maria,2422.0
2023-04-18,DAC de Santos,2814.0
2023-04-18,DAC de Serra,5735.0
2023-04-18,DAC de Socorro,3876.0
2023-04-18,DAC de São José,2144.0
2023-04-18,DAC de São José do Rio Preto,369.0
2023-04-18,DAC de Teresina,2826.0
2023-04-19,CO de Araucária,15327.0
2023-04-19,CO de Barueri,21335.0
2023-04-19,CO de Belém,15761.0
2023-04-19,CO de Brasília,4951.0
2023-04-19,CO de Campo Grande,8847.0
2023-04-19,CO de Canoas,17751.0
2023-04-19,CO de Capuava,14633.0
2023-04-19,CO de Cascavel,4774.0
2023-04-19,CO de Cuiabá,7013.0
2023-04-19,CO de Duque de Caxias,22010.0
2023-04-19,CO de Fortaleza,10906.0
2023-04-19,CO de Goiânia,8943.0
2023-04-19,CO de Gurupi,5897.0
2023-04-19,CO de Ibirité,15517.0
2023-04-19,CO de Jardinópolis,10992.0
2023-04-19,CO de Mataripe,19691.0
2023-04-19,CO de Natal,9085.0
2023-04-19,CO de Passo Fundo,6478.0
2023-04-19,CO de Paulínia,22178.0
2023-04-19,CO de Pelotas,6445.0
2023-04-19,CO de Suape,26382.0
2023-04-19,CO de São José dos Campos,6194.0
2023-04-19,CO de São Luís,17844.0
2023-04-19,CO de Uberlândia,7010.0
2023-04-19,DAC de Aracaju,1944.0
2023-04-19,DAC de Barra de São Francisco,2040.0
2023-04-19,DAC de Bauru,3213.0
2023-04-19,DAC de Caxias do Sul,2231.0
2023-04-19,DAC de Governador Valadares,1604.0
2023-04-19,DAC de Itajaí,974.0
2023-04-19,DAC de Itaobim,2250.0
2023-04-19,DAC de Jequié,7128.0
2023-04-19,DAC de Joinville,551.0
2023-04-19,DAC de João Pessoa,3527.0
2023-04-19,DAC de Juazeiro,1487.0
2023-04-19,DAC de Londrina,1370.0
2023-04-19,DAC de Macapá,1285.0
2023-04-19,DAC de Montes Claros,1333.0
2023-04-19,DAC de Mossoró,3876.0
2023-04-19,DAC de Ponta Grossa,645.0
2023-04-19,DAC de Pres Prudente,420.0
2023-04-19,DAC de Rio Largo,3381.0
2023-04-19,DAC de Santa Maria,2583.0
2023-04-19,DAC de Santos,2286.0
2023-04-19,DAC de Serra,3340.0
2023-04-19,DAC de Socorro,3105.0
2023-04-19,DAC de São José,1801.0
2023-04-19,DAC de São José do Rio Preto,3261.0
2023-04-19,DAC de Teresina,2889.0
2023-04-20,CO de Araucária,16856.0
2023-04-20,CO de Barueri,20703.0
2023-04-20,CO de Belém,17375.0
2023-04-20,CO de Brasília,7361.0
2023-04-20,CO de Campo Grande,8509.0
2023-04-20,CO de Canoas,20552.0
2023-04-20,CO de Capuava,15337.0
2023-04-20,CO de Cascavel,4800.0
2023-04-20,CO de Cuiabá,8970.0
2023-04-20,CO de Duque de Caxias,23012.0
2023-04-20,CO de Fortaleza,16942.0
2023-04-20,CO de Goiânia,8934.0
2023-04-20,CO de Gurupi,8094.0
2023-04-20,CO de Ibirité,15631.0
2023-04-20,CO de Jardinópolis,11476.0
2023-04-20,CO de Mataripe,15949.0
2023-04-20,CO de Natal,11672.0
2023-04-20,CO de Passo Fundo,8678.0
2023-04-20,CO de Paulínia,19694.0
2023-04-20,CO de Pelotas,3625.0
2023-04-20,CO de Suape,22178.0
2023-04-20,CO de São José dos Campos,5457.0
2023-04-20,CO de São Luís,14010.0
2023-04-20,CO de Uberlândia,8702.0
2023-04-20,DAC de Aracaju,882.0
2023-04-20,DAC de Barra de São Francisco,2702.0
2023-04-20,DAC de Bauru,5042.0
2023-04-20,DAC de Caxias do Sul,2215.0
2023-04-20,DAC de Governador Valadares,760.0
2023-04-20,DAC de Itajaí,1468.0
2023-04-20,DAC de Itaobim,2919.0
2023-04-20,DAC de Jequié,5561.0
2023-04-20,DAC de Joinville,1315.0
2023-04-20,DAC de João Pessoa,4927.0
2023-04-20,DAC de Juazeiro,2008.0
2023-04-20,DAC de Londrina,2362.0
2023-04-20,DAC de Macapá,1261.0
2023-04-20,DAC de Montes Claros,2104.0
2023-04-20,DAC de Mossoró,1713.0
2023-04-20,DAC de Ponta Grossa,2189.0
2023-04-20,DAC de Pres Prudente,492.0
2023-04-20,DAC de Rio Largo,4286.0
2023-04-20,DAC de Santa Maria,2443.0
2023-04-20,DAC de Santos,2681.0
2023-04-20,DAC de Serra,4184.0
2023-04-20,DAC de Socorro,4795.0
2023-04-20,DAC de São José,1464.0
2023-04-20,DAC de São José do Rio Preto,3251.0
2023-04-20,DAC de Teresina,2611.0
2023-04-21,CO de Araucária,4048.0
2023-04-21,CO de Fortaleza,11758.0
2023-04-21,CO de Goiânia,777.0
2023-04-21,CO de Gurupi,663.0
2023-04-21,CO de Paulínia,3104.0
2023-04-21,CO de Uberlândia,6066.0
2023-04-21,DAC de São José,336.0
2023-04-22,CO de Araucária,11900.0
2023-04-22,CO de Barueri,13986.0
2023-04-22,CO de Belém,15191.0
2023-04-22,CO de Brasília,5280.0
2023-04-22,CO de Campo Grande,6945.0
2023-04-22,CO de Canoas,12522.0
2023-04-22,CO de Capuava,19877.0
2023-04-22,CO de Cascavel,3082.0
2023-04-22,CO de Cuiabá,7699.0
2023-04-22,CO de Duque de Caxias,19581.0
2023-04-22,CO de Fortaleza,16437.0
2023-04-22,CO de Goiânia,7371.0
2023-04-22,CO de Gurupi,2433.0
2023-04-22,CO de Ibirité,9654.0
2023-04-22,CO de Jardinópolis,6896.0
2023-04-22,CO de Mataripe,15141.0
2023-04-22,CO de Natal,8121.0
2023-04-22,CO de Passo Fundo,2768.0
2023-04-22,CO de Paulínia,7061.0
2023-04-22,CO de Pelotas,2108.0
2023-04-22,CO de Suape,30572.0
2023-04-22,CO de São José dos Campos,5221.0
2023-04-22,CO de São Luís,16289.0
2023-04-22,CO de Uberlândia,186.0
2023-04-22,DAC de Aracaju,1361.0
2023-04-22,DAC de Barra de São Francisco,480.0
2023-04-22,DAC de Bauru,2465.0
2023-04-22,DAC de Caxias do Sul,1254.0
2023-04-22,DAC de Governador Valadares,1572.0
2023-04-22,DAC de Itajaí,502.0
2023-04-22,DAC de Itaobim,1471.0
2023-04-22,DAC de Jequié,995.0
2023-04-22,DAC de Joinville,119.0
2023-04-22,DAC de João Pessoa,3806.0
2023-04-22,DAC de Juazeiro,600.0
2023-04-22,DAC de Londrina,1087.0
2023-04-22,DAC de Macapá,576.0
2023-04-22,DAC de Montes Claros,1407.0
2023-04-22,DAC de Mossoró,1061.0
2023-04-22,DAC de Ponta Grossa,653.0
2023-04-22,DAC de Rio Largo,2768.0
2023-04-22,DAC de Santa Maria,1160.0
2023-04-22,DAC de Santos,2369.0
2023-04-22,DAC de Serra,2089.0
2023-04-22,DAC de Socorro,3061.0
2023-04-22,DAC de São José,464.0
2023-04-22,DAC de São José do Rio Preto,2237.0
2023-04-22,DAC de Teresina,3370.0
2023-04-23,CO de Goiânia,549.0
2023-04-23,CO de Gurupi,84.0
2023-04-23,CO de Uberlândia,30.0
2023-04-23,DAC de João Pessoa,180.0
2023-04-24,CO de Araucária,16366.0
2023-04-24,CO de Barueri,21904.0
2023-04-24,CO de Belém,17421.0
2023-04-24,CO de Brasília,6583.0
2023-04-24,CO de Campo Grande,10373.0
2023-04-24,CO de Canoas,19644.0
2023-04-24,CO de Capuava,17845.0
2023-04-24,CO de Cascavel,7270.0
2023-04-24,CO de Cuiabá,8423.0
2023-04-24,CO de Duque de Caxias,26931.0
2023-04-24,CO de Fortaleza,12069.0
2023-04-24,CO de Goiânia,10298.0
2023-04-24,CO de Gurupi,4969.0
2023-04-24,CO de Ibirité,19985.0
2023-04-24,CO de Jardinópolis,9867.0
2023-04-24,CO de Mataripe,14664.0
2023-04-24,CO de Natal,13134.0
2023-04-24,CO de Passo Fundo,8326.0
2023-04-24,CO de Paulínia,20286.0
2023-04-24,CO de Pelotas,7391.0
2023-04-24,CO de Suape,30135.0
2023-04-24,CO de São José dos Campos,6992.0
2023-04-24,CO de São Luís,16755.0
2023-04-24,CO de Uberlândia,10952.0
2023-04-24,DAC de Aracaju,2132.0
2023-04-24,DAC de Barra de São Francisco,2324.0
2023-04-24,DAC de Bauru,4338.0
2023-04-24,DAC de Caxias do Sul,2636.0
2023-04-24,DAC de Governador Valadares,300.0
2023-04-24,DAC de Itajaí,1725.0
2023-04-24,DAC de Itaobim,2102.0
2023-04-24,DAC de Jequié,7084.0
2023-04-24,DAC de Joinville,1917.0
2023-04-24,DAC de João Pessoa,4616.0
2023-04-24,DAC de Juazeiro,2875.0
2023-04-24,DAC de Londrina,3703.0
2023-04-24,DAC de Macapá,3218.0
2023-04-24,DAC de Montes Claros,1902.0
2023-04-24,DAC de Mossoró,955.0
2023-04-24,DAC de Ponta Grossa,2002.0
2023-04-24,DAC de Pres Prudente,492.0
2023-04-24,DAC de Rio Largo,4840.0
2023-04-24,DAC de Santa Maria,1804.0
2023-04-24,DAC de Santos,2576.0
2023-04-24,DAC de Serra,5265.0
2023-04-24,DAC de Socorro,4934.0
2023-04-24,DAC de São José,2593.0
2023-04-24,DAC de São José do Rio Preto,3660.0
2023-04-24,DAC de Teresina,2121.0
2023-04-25,CO de Araucária,18189.0
2023-04-25,CO de Barueri,19500.0
2023-04-25,CO de Belém,12435.0
2023-04-25,CO de Brasília,7574.0
2023-04-25,CO de Campo Grande,9802.0
2023-04-25,CO de Canoas,17790.0
2023-04-25,CO de Capuava,18814.0
2023-04-25,CO de Cascavel,3199.0
2023-04-25,CO de Cuiabá,8497.0
