DATE,UNIDADE,QUANTIDADE
2023-10-02,CO de Brasília,5514.0
2023-10-02,CO de Campo Grande,6710.0
2023-10-02,CO de Canoas,16572.0
2023-10-02,CO de Capuava,14395.0
2023-10-02,CO de Cascavel,5922.0
2023-10-02,CO de Cuiabá,3857.0
2023-10-02,CO de Duque de Caxias,21979.0
2023-10-02,CO de Fortaleza,10655.0
2023-10-02,CO de Goiânia,7992.0
2023-10-02,CO de Gurupi,1872.0
2023-10-02,CO de Ibirité,9932.0
2023-10-02,CO de Jardinópolis,5893.0
2023-10-02,CO de Mataripe,17809.0
2023-10-02,CO de Natal,10348.0
2023-10-02,CO de Passo Fundo,4898.0
2023-10-02,CO de Paulínia,13187.0
2023-10-02,CO de Pelotas,4921.0
2023-10-02,CO de Suape,20385.0
2023-10-02,CO de São José dos Campos,5524.0
2023-10-02,CO de São Luís,7911.0
2023-10-02,CO de Uberlândia,6486.0
2023-10-02,DAC de Aracaju,1655.0
2023-10-02,DAC de Barra de São Francisco,1564.0
2023-10-02,DAC de Bauru,3317.0
2023-10-02,DAC de Caxias do Sul,2999.0
2023-10-02,DAC de Governador Valadares,1330.0
2023-10-02,DAC de Itajaí,896.0
2023-10-02,DAC de Itaobim,2000.0
2023-10-02,DAC de Jequié,7341.0
2023-10-02,DAC de Joinville,1491.0
2023-10-02,DAC de João Pessoa,2958.0
2023-10-02,DAC de Juazeiro,3255.0
2023-10-02,DAC de Londrina,3559.0
2023-10-02,DAC de Macapá,1384.0
2023-10-02,DAC de Montes Claros,2680.0
2023-10-02,DAC de Mossoró,2181.0
2023-10-02,DAC de Ponta Grossa,1672.0
2023-10-02,DAC de Pres Prudente,490.0
2023-10-02,DAC de Rio Largo,1988.0
2023-10-02,DAC de Santa Maria,1820.0
2023-10-02,DAC de Santos,1823.0
2023-10-02,DAC de Serra,2112.0
2023-10-02,DAC de Socorro,4611.0
2023-10-02,DAC de São José,2583.0
2023-10-02,DAC de São José do Rio Preto,1443.0
2023-10-02,DAC de Teresina,4054.0
2023-10-03,CO de Araucária,12918.0
2023-10-03,CO de Barueri,14897.0
2023-10-03,CO de Belém,13928.0
2023-10-03,CO de Brasília,3688.0
2023-10-03,CO de Campo Grande,7803.0
2023-10-03,CO de Canoas,17557.0
2023-10-03,CO de Capuava,17252.0
2023-10-03,CO de Cascavel,3873.0
2023-10-03,CO de Cuiabá,9281.0
2023-10-03,CO de Duque de Caxias,23430.0
2023-10-03,CO de Fortaleza,16864.0
2023-10-03,CO de Goiânia,7399.0
2023-10-03,CO de Gurupi,4060.0
2023-10-03,CO de Ibirité,6721.0
2023-10-03,CO de Jardinópolis,7951.0
2023-10-03,CO de Mataripe,12832.0
2023-10-03,CO de Passo Fundo,6700.0
2023-10-03,CO de Paulínia,9791.0
2023-10-03,CO de Pelotas,4327.0
2023-10-03,CO de Suape,16082.0
2023-10-03,CO de São José dos Campos,6450.0
2023-10-03,CO de São Luís,9481.0
2023-10-03,CO de Uberlândia,7502.0
2023-10-03,DAC de Aracaju,3032.0
2023-10-03,DAC de Barra de São Francisco,2358.0
2023-10-03,DAC de Bauru,2151.0
2023-10-03,DAC de Caxias do Sul,2457.0
2023-10-03,DAC de Governador Valadares,2062.0
2023-10-03,DAC de Itajaí,1219.0
2023-10-03,DAC de Itaobim,1590.0
2023-10-03,DAC de Jequié,4010.0
2023-10-03,DAC de Joinville,2145.0
2023-10-03,DAC de João Pessoa,5311.0
2023-10-03,DAC de Juazeiro,1702.0
2023-10-03,DAC de Londrina,2257.0
2023-10-03,DAC de Macapá,315.0
2023-10-03,DAC de Montes Claros,1597.0
2023-10-03,DAC de Ponta Grossa,2070.0
2023-10-03,DAC de Pres Prudente,492.0
2023-10-03,DAC de Rio Largo,2968.0
2023-10-03,DAC de Santa Maria,2689.0
2023-10-03,DAC de Santos,2583.0
2023-10-03,DAC de Serra,2978.0
2023-10-03,DAC de Socorro,3500.0
2023-10-03,DAC de São José,1664.0
2023-10-03,DAC de São José do Rio Preto,3351.0
2023-10-03,DAC de Teresina,3819.0
2023-10-04,CO de Araucária,8293.0
2023-10-04,CO de Barueri,16699.0
2023-10-04,CO de Belém,15435.0
2023-10-04,CO de Brasília,4707.0
2023-10-04,CO de Campo Grande,4999.0
2023-10-04,CO de Canoas,15744.0
2023-10-04,CO de Capuava,18452.0
2023-10-04,CO de Cascavel,5336.0
2023-10-04,CO de Cuiabá,4719.0
2023-10-04,CO de Duque de Caxias,19145.0
2023-10-04,CO de Fortaleza,15328.0
2023-10-04,CO de Goiânia,7391.0
2023-10-04,CO de Gurupi,5402.0
2023-10-04,CO de Ibirité,10505.0
2023-10-04,CO de Jardinópolis,8368.0
2023-10-04,CO de Mataripe,11406.0
2023-10-04,CO de Natal,7652.0
2023-10-04,CO de Passo Fundo,4016.0
2023-10-04,CO de Paulínia,15277.0
2023-10-04,CO de Pelotas,2986.0
2023-10-04,CO de Suape,17153.0
2023-10-04,CO de São José dos Campos,3081.0
2023-10-04,CO de São Luís,10021.0
2023-10-04,CO de Uberlândia,9227.0
2023-10-04,DAC de Aracaju,2324.0
2023-10-04,DAC de Bauru,2674.0
2023-10-04,DAC de Caxias do Sul,1316.0
2023-10-04,DAC de Governador Valadares,2407.0
2023-10-04,DAC de Itajaí,1107.0
2023-10-04,DAC de Itaobim,2224.0
2023-10-04,DAC de Jequié,3282.0
2023-10-04,DAC de Joinville,892.0
2023-10-04,DAC de João Pessoa,4019.0
2023-10-04,DAC de Juazeiro,2712.0
2023-10-04,DAC de Londrina,2444.0
2023-10-04,DAC de Macapá,1510.0
2023-10-04,DAC de Montes Claros,3347.0
2023-10-04,DAC de Mossoró,2851.0
2023-10-04,DAC de Ponta Grossa,743.0
2023-10-04,DAC de Pres Prudente,397.0
2023-10-04,DAC de Rio Largo,1776.0
2023-10-04,DAC de Santa Maria,1306.0
2023-10-04,DAC de Santos,2048.0
2023-10-04,DAC de Serra,3868.0
2023-10-04,DAC de Socorro,3887.0
2023-10-04,DAC de São José,1891.0
2023-10-04,DAC de São José do Rio Preto,3494.0
2023-10-04,DAC de Teresina,1553.0
2023-10-05,CO de Araucária,10355.0
2023-10-05,CO de Barueri,16499.0
2023-10-05,CO de Belém,17241.0
2023-10-05,CO de Brasília,3692.0
2023-10-05,CO de Campo Grande,7446.0
2023-10-05,CO de Canoas,17733.0
2023-10-05,CO de Capuava,15896.0
2023-10-05,CO de Cascavel,4132.0
2023-10-05,CO de Cuiabá,5478.0
2023-10-05,CO de Duque de Caxias,18506.0
2023-10-05,CO de Fortaleza,18616.0
2023-10-05,CO de Goiânia,9421.0
2023-10-05,CO de Gurupi,862.0
2023-10-05,CO de Ibirité,7476.0
2023-10-05,CO de Jardinópolis,3720.0
2023-10-05,CO de Mataripe,17074.0
2023-10-05,CO de Natal,11780.0
2023-10-05,CO de Passo Fundo,8116.0
2023-10-05,CO de Paulínia,11084.0
2023-10-05,CO de Pelotas,5290.0
2023-10-05,CO de Suape,19775.0
2023-10-05,CO de São José dos Campos,5927.0
2023-10-05,CO de São Luís,8083.0
2023-10-05,CO de Uberlândia,9484.0
2023-10-05,DAC de Aracaju,950.0
2023-10-05,DAC de Barra de São Francisco,2547.0
2023-10-05,DAC de Bauru,2732.0
2023-10-05,DAC de Caxias do Sul,1642.0
2023-10-05,DAC de Governador Valadares,1769.0
2023-10-05,DAC de Itajaí,1150.0
2023-10-05,DAC de Itaobim,2219.0
2023-10-05,DAC de Jequié,3985.0
2023-10-05,DAC de Joinville,1311.0
2023-10-05,DAC de João Pessoa,4671.0
2023-10-05,DAC de Juazeiro,1226.0
2023-10-05,DAC de Londrina,2118.0
2023-10-05,DAC de Macapá,887.0
2023-10-05,DAC de Montes Claros,2048.0
2023-10-05,DAC de Mossoró,970.0
2023-10-05,DAC de Ponta Grossa,1279.0
2023-10-05,DAC de Rio Largo,2246.0
2023-10-05,DAC de Santa Maria,3234.0
2023-10-05,DAC de Santos,3081.0
2023-10-05,DAC de Serra,2102.0
2023-10-05,DAC de Socorro,2571.0
2023-10-05,DAC de São José,1636.0
2023-10-05,DAC de São José do Rio Preto,2223.0
2023-10-05,DAC de Teresina,3718.0
2023-10-06,CO de Araucária,10397.0
2023-10-06,CO de Barueri,16907.0
2023-10-06,CO de Belém,16941.0
2023-10-06,CO de Brasília,6732.0
2023-10-06,CO de Campo Grande,6551.0
2023-10-06,CO de Canoas,17612.0
2023-10-06,CO de Capuava,16590.0
2023-10-06,CO de Cascavel,4041.0
2023-10-06,CO de Cuiabá,6748.0
2023-10-06,CO de Duque de Caxias,19857.0
2023-10-06,CO de Fortaleza,14973.0
2023-10-06,CO de Goiânia,8918.0
2023-10-06,CO de Gurupi,3475.0
2023-10-06,CO de Ibirité,19722.0
2023-10-06,CO de Jardinópolis,5058.0
2023-10-06,CO de Mataripe,14328.0
2023-10-06,CO de Natal,11290.0
2023-10-06,CO de Passo Fundo,5982.0
2023-10-06,CO de Paulínia,13365.0
2023-10-06,CO de Pelotas,4165.0
2023-10-06,CO de Suape,13389.0
2023-10-06,CO de São José dos Campos,4031.0
2023-10-06,CO de São Luís,10760.0
2023-10-06,CO de Uberlândia,10503.0
2023-10-06,DAC de Aracaju,2038.0
2023-10-06,DAC de Barra de São Francisco,2857.0
2023-10-06,DAC de Bauru,3388.0
2023-10-06,DAC de Caxias do Sul,1467.0
2023-10-06,DAC de Governador Valadares,520.0
2023-10-06,DAC de Itajaí,1742.0
2023-10-06,DAC de Itaobim,1350.0
2023-10-06,DAC de Jequié,5707.0
2023-10-06,DAC de Joinville,1247.0
2023-10-06,DAC de João Pessoa,4526.0
2023-10-06,DAC de Juazeiro,2271.0
2023-10-06,DAC de Londrina,3028.0
2023-10-06,DAC de Macapá,1332.0
2023-10-06,DAC de Montes Claros,3316.0
2023-10-06,DAC de Mossoró,3062.0
2023-10-06,DAC de Ponta Grossa,1108.0
2023-10-06,DAC de Pres Prudente,490.0
2023-10-06,DAC de Rio Largo,2913.0
2023-10-06,DAC de Santa Maria,1642.0
2023-10-06,DAC de Santos,1658.0
2023-10-06,DAC de Serra,3248.0
2023-10-06,DAC de Socorro,3561.0
2023-10-06,DAC de São José,2438.0
2023-10-06,DAC de São José do Rio Preto,3161.0
2023-10-06,DAC de Teresina,4580.0
2023-10-07,CO de Araucária,6265.0
2023-10-07,CO de Barueri,10124.0
2023-10-07,CO de Belém,9332.0
2023-10-07,CO de Brasília,3851.0
2023-10-07,CO de Campo Grande,5318.0
2023-10-07,CO de Canoas,7894.0
2023-10-07,CO de Capuava,13688.0
2023-10-07,CO de Cascavel,1102.0
2023-10-07,CO de Cuiabá,5097.0
2023-10-07,CO de Duque de Caxias,12174.0
2023-10-07,CO de Fortaleza,14785.0
2023-10-07,CO de Goiânia,5326.0
2023-10-07,CO de Gurupi,2132.0
2023-10-07,CO de Ibirité,10158.0
2023-10-07,CO de Jardinópolis,3440.0
2023-10-07,CO de Mataripe,11889.0
2023-10-07,CO de Natal,7295.0
2023-10-07,CO de Passo Fundo,1680.0
2023-10-07,CO de Paulínia,4800.0
2023-10-07,CO de Pelotas,1494.0
2023-10-07,CO de Suape,17250.0
2023-10-07,CO de São José dos Campos,2948.0
2023-10-07,CO de São Luís,9150.0
2023-10-07,CO de Uberlândia,2129.0
2023-10-07,DAC de Aracaju,1600.0
2023-10-07,DAC de Barra de São Francisco,1498.0
2023-10-07,DAC de Bauru,1964.0
2023-10-07,DAC de Caxias do Sul,704.0
2023-10-07,DAC de Governador Valadares,1837.0
2023-10-07,DAC de Itajaí,776.0
2023-10-07,DAC de Itaobim,504.0
2023-10-07,DAC de Jequié,915.0
2023-10-07,DAC de Joinville,890.0
2023-10-07,DAC de João Pessoa,4898.0
2023-10-07,DAC de Juazeiro,482.0
2023-10-07,DAC de Londrina,1618.0
2023-10-07,DAC de Macapá,763.0
2023-10-07,DAC de Montes Claros,1554.0
2023-10-07,DAC de Mossoró,775.0
2023-10-07,DAC de Ponta Grossa,249.0
2023-10-07,DAC de Rio Largo,1700.0
2023-10-07,DAC de Santa Maria,674.0
2023-10-07,DAC de Santos,2540.0
2023-10-07,DAC de Serra,1347.0
2023-10-07,DAC de Socorro,2323.0
2023-10-07,DAC de São José,925.0
2023-10-07,DAC de São José do Rio Preto,838.0
2023-10-07,DAC de Teresina,1938.0
2023-10-09,CO de Araucária,11857.0
2023-10-09,CO de Barueri,20689.0
2023-10-09,CO de Belém,14978.0
2023-10-09,CO de Brasília,6502.0
2023-10-09,CO de Campo Grande,9281.0
2023-10-09,CO de Canoas,23216.0
2023-10-09,CO de Capuava,16673.0
2023-10-09,CO de Cascavel,7621.0
2023-10-09,CO de Cuiabá,7895.0
2023-10-09,CO de Duque de Caxias,23128.0
2023-10-09,CO de Fortaleza,16079.0
2023-10-09,CO de Goiânia,7742.0
2023-10-09,CO de Gurupi,2831.0
2023-10-09,CO de Ibirité,13360.0
2023-10-09,CO de Jardinópolis,7166.0
2023-10-09,CO de Mataripe,17671.0
2023-10-09,CO de Natal,9744.0
2023-10-09,CO de Passo Fundo,7829.0
2023-10-09,CO de Paulínia,13259.0
2023-10-09,CO de Pelotas,6207.0
2023-10-09,CO de Suape,14797.0
2023-10-09,CO de São José dos Campos,9080.0
2023-10-09,CO de São Luís,11749.0
2023-10-09,CO de Uberlândia,11798.0
2023-10-09,DAC de Aracaju,2439.0
2023-10-09,DAC de Barra de São Francisco,1600.0
2023-10-09,DAC de Bauru,3868.0
2023-10-09,DAC de Caxias do Sul,2871.0
2023-10-09,DAC de Governador Valadares,1334.0
2023-10-09,DAC de Itajaí,1025.0
2023-10-09,DAC de Itaobim,2745.0
2023-10-09,DAC de Jequié,6704.0
2023-10-09,DAC de Joinville,1700.0
2023-10-09,DAC de João Pessoa,5049.0
2023-10-09,DAC de Juazeiro,3644.0
2023-10-09,DAC de Londrina,2563.0
2023-10-09,DAC de Macapá,785.0
2023-10-09,DAC de Montes Claros,1777.0
2023-10-09,DAC de Mossoró,827.0
2023-10-09,DAC de Ponta Grossa,1701.0
2023-10-09,DAC de Pres Prudente,659.0
2023-10-09,DAC de Rio Largo,2734.0
2023-10-09,DAC de Santa Maria,1672.0
2023-10-09,DAC de Santos,2476.0
2023-10-09,DAC de Serra,2995.0
2023-10-09,DAC de Socorro,4408.0
2023-10-09,DAC de São José,1884.0
2023-10-09,DAC de São José do Rio Preto,4330.0
2023-10-09,DAC de Teresina,4484.0
2023-10-10,CO de Araucária,9264.0
2023-10-10,CO de Barueri,16477.0
2023-10-10,CO de Belém,18812.0
2023-10-10,CO de Brasília,6654.0
2023-10-10,CO de Campo Grande,10169.0
2023-10-10,CO de Canoas,18342.0
2023-10-10,CO de Capuava,11577.0
2023-10-10,CO de Cascavel,4569.0
2023-10-10,CO de Cuiabá,7210.0
2023-10-10,CO de Duque de Caxias,29764.0
2023-10-10,CO de Fortaleza,17776.0
2023-10-10,CO de Goiânia,10071.0
2023-10-10,CO de Gurupi,5717.0
2023-10-10,CO de Ibirité,6909.0
2023-10-10,CO de Jardinópolis,8367.0
2023-10-10,CO de Mataripe,14883.0
2023-10-10,CO de Natal,9553.0
2023-10-10,CO de Passo Fundo,6557.0
2023-10-10,CO de Paulínia,13232.0
2023-10-10,CO de Pelotas,5079.0
2023-10-10,CO de Suape,17484.0
2023-10-10,CO de São José dos Campos,6999.0
2023-10-10,CO de São Luís,10295.0
2023-10-10,CO de Uberlândia,6879.0
2023-10-10,DAC de Aracaju,2456.0
2023-10-10,DAC de Barra de São Francisco,2128.0
2023-10-10,DAC de Bauru,4051.0
2023-10-10,DAC de Caxias do Sul,2654.0
2023-10-10,DAC de Governador Valadares,1604.0
2023-10-10,DAC de Itajaí,1955.0
2023-10-10,DAC de Itaobim,1170.0
2023-10-10,DAC de Jequié,6766.0
2023-10-10,DAC de Joinville,1305.0
2023-10-10,DAC de João Pessoa,6810.0
2023-10-10,DAC de Juazeiro,2546.0
2023-10-10,DAC de Londrina,3203.0
2023-10-10,DAC de Macapá,1077.0
2023-10-10,DAC de Montes Claros,1294.0
2023-10-10,DAC de Mossoró,2941.0
2023-10-10,DAC de Ponta Grossa,1868.0
2023-10-10,DAC de Pres Prudente,490.0
2023-10-10,DAC de Rio Largo,2855.0
2023-10-10,DAC de Santa Maria,3592.0
2023-10-10,DAC de Santos,3257.0
2023-10-10,DAC de Serra,2231.0
2023-10-10,DAC de Socorro,3901.0
2023-10-10,DAC de São José,2341.0
2023-10-10,DAC de São José do Rio Preto,2115.0
2023-10-10,DAC de Teresina,959.0
2023-10-11,CO de Araucária,11935.0
2023-10-11,CO de Barueri,22384.0
2023-10-11,CO de Belém,15914.0
2023-10-11,CO de Brasília,6652.0
2023-10-11,CO de Campo Grande,4789.0
2023-10-11,CO de Canoas,20248.0
2023-10-11,CO de Capuava,20215.0
2023-10-11,CO de Cascavel,3708.0
2023-10-11,CO de Cuiabá,6820.0
2023-10-11,CO de Duque de Caxias,22987.0
2023-10-11,CO de Fortaleza,15565.0
2023-10-11,CO de Goiânia,13935.0
2023-10-11,CO de Gurupi,4462.0
2023-10-11,CO de Ibirité,13802.0
2023-10-11,CO de Jardinópolis,8087.0
2023-10-11,CO de Mataripe,20714.0
2023-10-11,CO de Natal,9066.0
2023-10-11,CO de Passo Fundo,6634.0
2023-10-11,CO de Paulínia,17669.0
2023-10-11,CO de Pelotas,4551.0
2023-10-11,CO de Suape,20836.0
2023-10-11,CO de São José dos Campos,9358.0
2023-10-11,CO de São Luís,16618.0
2023-10-11,CO de Uberlândia,11620.0
2023-10-11,DAC de Aracaju,2871.0
2023-10-11,DAC de Barra de São Francisco,1120.0
2023-10-11,DAC de Bauru,4443.0
2023-10-11,DAC de Caxias do Sul,1906.0
2023-10-11,DAC de Governador Valadares,3143.0
2023-10-11,DAC de Itajaí,1144.0
2023-10-11,DAC de Itaobim,2638.0
2023-10-11,DAC de Jequié,7620.0
2023-10-11,DAC de Joinville,1604.0
2023-10-11,DAC de João Pessoa,4424.0
2023-10-11,DAC de Juazeiro,3403.0
2023-10-11,DAC de Londrina,2951.0
2023-10-11,DAC de Macapá,890.0
2023-10-11,DAC de Montes Claros,3217.0
2023-10-11,DAC de Mossoró,1114.0
2023-10-11,DAC de Ponta Grossa,1524.0
2023-10-11,DAC de Pres Prudente,492.0
2023-10-11,DAC de Rio Largo,3588.0
2023-10-11,DAC de Santa Maria,1466.0
2023-10-11,DAC de Santos,3892.0
2023-10-11,DAC de Serra,3887.0
2023-10-11,DAC de Socorro,5518.0
2023-10-11,DAC de São José,1822.0
2023-10-11,DAC de São José do Rio Preto,4927.0
2023-10-11,DAC de Teresina,2740.0
2023-10-12,CO de Capuava,7951.0
2023-10-12,CO de Fortaleza,100.0
2023-10-12,CO de Goiânia,783.0
2023-10-12,CO de Gurupi,1032.0
2023-10-12,CO de Suape,120.0
2023-10-12,DAC de Itajaí,405.0
2023-10-13,CO de Araucária,12169.0
2023-10-13,CO de Barueri,21142.0
2023-10-13,CO de Belém,14703.0
2023-10-13,CO de Brasília,6606.0
2023-10-13,CO de Campo Grande,7147.0
2023-10-13,CO de Canoas,23189.0
2023-10-13,CO de Capuava,20260.0
2023-10-13,CO de Cascavel,6101.0
2023-10-13,CO de Cuiabá,12682.0
2023-10-13,CO de Duque de Caxias,24081.0
2023-10-13,CO de Fortaleza,19830.0
2023-10-13,CO de Goiânia,11206.0
2023-10-13,CO de Gurupi,5461.0
2023-10-13,CO de Ibirité,11840.0
2023-10-13,CO de Jardinópolis,8065.0
2023-10-13,CO de Mataripe,15085.0
2023-10-13,CO de Natal,9070.0
2023-10-13,CO de Passo Fundo,5847.0
2023-10-13,CO de Paulínia,12130.0
2023-10-13,CO de Pelotas,4874.0
2023-10-13,CO de Suape,17110.0
2023-10-13,CO de São José dos Campos,7683.0
2023-10-13,CO de São Luís,14573.0
2023-10-13,CO de Uberlândia,10714.0
2023-10-13,DAC de Aracaju,2455.0
2023-10-13,DAC de Barra de São Francisco,2167.0
2023-10-13,DAC de Bauru,4656.0
2023-10-13,DAC de Caxias do Sul,2900.0
2023-10-13,DAC de Governador Valadares,1318.0
2023-10-13,DAC de Itajaí,1474.0
2023-10-13,DAC de Itaobim,3044.0
2023-10-13,DAC de Jequié,6358.0
2023-10-13,DAC de Joinville,1922.0
2023-10-13,DAC de João Pessoa,5073.0
2023-10-13,DAC de Juazeiro,2163.0
2023-10-13,DAC de Londrina,3489.0
2023-10-13,DAC de Macapá,2479.0
2023-10-13,DAC de Montes Claros,3138.0
2023-10-13,DAC de Mossoró,2333.0
2023-10-13,DAC de Ponta Grossa,1687.0
2023-10-13,DAC de Pres Prudente,420.0
2023-10-13,DAC de Rio Largo,2634.0
2023-10-13,DAC de Santa Maria,4041.0
2023-10-13,DAC de Santos,4099.0
2023-10-13,DAC de Serra,4208.0
2023-10-13,DAC de Socorro,3962.0
2023-10-13,DAC de São José,1781.0
2023-10-13,DAC de São José do Rio Preto,4237.0
2023-10-13,DAC de Teresina,2585.0
2023-10-14,CO de Araucária,6403.0
2023-10-14,CO de Barueri,17603.0
2023-10-14,CO de Belém,10904.0
2023-10-14,CO de Brasília,3831.0
2023-10-14,CO de Campo Grande,7761.0
2023-10-14,CO de Canoas,10723.0
2023-10-14,CO de Capuava,15131.0
2023-10-14,CO de Cascavel,1025.0
2023-10-14,CO de Cuiabá,7782.0
2023-10-14,CO de Duque de Caxias,14969.0
2023-10-14,CO de Fortaleza,14635.0
2023-10-14,CO de Goiânia,6361.0
2023-10-14,CO de Gurupi,2946.0
2023-10-14,CO de Ibirité,8855.0
2023-10-14,CO de Jardinópolis,4632.0
2023-10-14,CO de Mataripe,12030.0
2023-10-14,CO de Natal,7796.0
2023-10-14,CO de Passo Fundo,1501.0
2023-10-14,CO de Paulínia,10583.0
2023-10-14,CO de Pelotas,1594.0
2023-10-14,CO de Suape,16425.0
2023-10-14,CO de São José dos Campos,2984.0
2023-10-14,CO de São Luís,13415.0
2023-10-14,CO de Uberlândia,2274.0
2023-10-14,DAC de Aracaju,2087.0
2023-10-14,DAC de Barra de São Francisco,1711.0
2023-10-14,DAC de Bauru,2234.0
2023-10-14,DAC de Caxias do Sul,1006.0
2023-10-14,DAC de Governador Valadares,1462.0
2023-10-14,DAC de Itajaí,430.0
2023-10-14,DAC de Jequié,2119.0
2023-10-14,DAC de Joinville,1048.0
2023-10-14,DAC de João Pessoa,6557.0
2023-10-14,DAC de Juazeiro,600.0
2023-10-14,DAC de Londrina,1507.0
2023-10-14,DAC de Macapá,723.0
2023-10-14,DAC de Montes Claros,2345.0
2023-10-14,DAC de Mossoró,623.0
2023-10-14,DAC de Ponta Grossa,414.0
2023-10-14,DAC de Rio Largo,1342.0
2023-10-14,DAC de Santa Maria,658.0
2023-10-14,DAC de Santos,2198.0
2023-10-14,DAC de Serra,1967.0
2023-10-14,DAC de Socorro,3360.0
2023-10-14,DAC de São José,1815.0
2023-10-14,DAC de São José do Rio Preto,2074.0
2023-10-14,DAC de Teresina,5560.0
2023-10-15,CO de Fortaleza,400.0
2023-10-15,CO de Goiânia,40.0
2023-10-15,CO de São José dos Campos,2.0
2023-10-16,CO de Araucária,5814.0
2023-10-16,CO de Barueri,19293.0
2023-10-16,CO de Belém,16903.0
2023-10-16,CO de Brasília,5800.0
2023-10-16,CO de Campo Grande,6202.0
2023-10-16,CO de Canoas,21148.0
2023-10-16,CO de Capuava,12957.0
2023-10-16,CO de Cascavel,5815.0
2023-10-16,CO de Cuiabá,7972.0
2023-10-16,CO de Duque de Caxias,17920.0
2023-10-16,CO de Fortaleza,16649.0
2023-10-16,CO de Goiânia,8012.0
2023-10-16,CO de Gurupi,4124.0
2023-10-16,CO de Ibirité,14083.0
2023-10-16,CO de Jardinópolis,8113.0
2023-10-16,CO de Mataripe,14263.0
2023-10-16,CO de Natal,12592.0
2023-10-16,CO de Passo Fundo,8456.0
2023-10-16,CO de Paulínia,16314.0
2023-10-16,CO de Pelotas,4275.0
2023-10-16,CO de Suape,16535.0
2023-10-16,CO de São José dos Campos,9740.0
2023-10-16,CO de São Luís,8434.0
2023-10-16,CO de Uberlândia,10931.0
2023-10-16,DAC de Aracaju,2203.0
2023-10-16,DAC de Barra de São Francisco,5307.0
2023-10-16,DAC de Bauru,4414.0
2023-10-16,DAC de Caxias do Sul,3014.0
2023-10-16,DAC de Governador Valadares,2222.0
2023-10-16,DAC de Itajaí,989.0
2023-10-16,DAC de Itaobim,2460.0
2023-10-16,DAC de Jequié,6195.0
2023-10-16,DAC de Joinville,2268.0
2023-10-16,DAC de João Pessoa,4829.0
2023-10-16,DAC de Juazeiro,2439.0
2023-10-16,DAC de Londrina,2036.0
2023-10-16,DAC de Macapá,1337.0
2023-10-16,DAC de Montes Claros,1770.0
2023-10-16,DAC de Mossoró,3207.0
2023-10-16,DAC de Ponta Grossa,1531.0
2023-10-16,DAC de Pres Prudente,420.0
2023-10-16,DAC de Rio Largo,2805.0
2023-10-16,DAC de Santa Maria,2478.0
2023-10-16,DAC de Santos,2492.0
2023-10-16,DAC de Serra,2955.0
2023-10-16,DAC de Socorro,5165.0
2023-10-16,DAC de São José,2102.0
2023-10-16,DAC de São José do Rio Preto,2225.0
2023-10-16,DAC de Teresina,2831.0
2023-10-17,CO de Araucária,13653.0
2023-10-17,CO de Barueri,17791.0
2023-10-17,CO de Belém,14112.0
2023-10-17,CO de Brasília,6291.0
2023-10-17,CO de Campo Grande,7369.0
2023-10-17,CO de Canoas,17254.0
2023-10-17,CO de Capuava,17961.0
2023-10-17,CO de Cascavel,3942.0
2023-10-17,CO de Cuiabá,9893.0
2023-10-17,CO de Duque de Caxias,16993.0
2023-10-17,CO de Fortaleza,14536.0
2023-10-17,CO de Goiânia,8838.0
2023-10-17,CO de Gurupi,2906.0
2023-10-17,CO de Ibirité,6265.0
2023-10-17,CO de Jardinópolis,8337.0
2023-10-17,CO de Mataripe,16386.0
2023-10-17,CO de Natal,9053.0
2023-10-17,CO de Passo Fundo,3879.0
2023-10-17,CO de Paulínia,13450.0
2023-10-17,CO de Pelotas,2327.0
2023-10-17,CO de Suape,13523.0
2023-10-17,CO de São José dos Campos,5509.0
2023-10-17,CO de São Luís,7829.0
2023-10-17,CO de Uberlândia,8790.0
2023-10-17,DAC de Aracaju,2872.0
2023-10-17,DAC de Barra de São Francisco,2313.0
2023-10-17,DAC de Bauru,1533.0
2023-10-17,DAC de Caxias do Sul,2042.0
2023-10-17,DAC de Governador Valadares,2288.0
2023-10-17,DAC de Itajaí,1060.0
2023-10-17,DAC de Itaobim,2250.0
2023-10-17,DAC de Jequié,5340.0
2023-10-17,DAC de Joinville,1180.0
2023-10-17,DAC de João Pessoa,5031.0
2023-10-17,DAC de Juazeiro,1885.0
2023-10-17,DAC de Londrina,3010.0
2023-10-17,DAC de Macapá,305.0
2023-10-17,DAC de Montes Claros,2438.0
2023-10-17,DAC de Mossoró,1012.0
2023-10-17,DAC de Ponta Grossa,1263.0
2023-10-17,DAC de Pres Prudente,491.0
2023-10-17,DAC de Rio Largo,3585.0
2023-10-17,DAC de Santa Maria,2292.0
2023-10-17,DAC de Santos,3026.0
2023-10-17,DAC de Serra,3970.0
2023-10-17,DAC de Socorro,3893.0
2023-10-17,DAC de São José,1450.0
2023-10-17,DAC de São José do Rio Preto,2838.0
2023-10-17,DAC de Teresina,3953.0
2023-10-18,CO de Araucária,7886.0
2023-10-18,CO de Barueri,16901.0
2023-10-18,CO de Belém,14614.0
2023-10-18,CO de Brasília,3881.0
2023-10-18,CO de Campo Grande,5630.0
2023-10-18,CO de Canoas,14396.0
2023-10-18,CO de Capuava,17183.0
2023-10-18,CO de Cascavel,7028.0
2023-10-18,CO de Cuiabá,6904.0
2023-10-18,CO de Duque de Caxias,17529.0
