mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.07816624641418457,0.0019600655248431446,0.004644870758056641,0.0011859009307559315,True,3,0.8,1,2,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40, 'random_state': 42}",-0.2817729694334578,-0.091093532114735,-0.044870581183279815,-0.1392456942438242,0.10253343658839326,2451,-0.1417965040920571,-0.1424866484820062,-0.14189154793523676,-0.1420582335031,0.00030540997434593805
0.1059710184733073,0.009747934092381049,0.005556344985961914,0.0012239343716633469,True,3,0.8,1,2,60,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 60, 'random_state': 42}",-0.28985137471340316,-0.10698038742829219,-0.038976062828653416,-0.14526927499011624,0.10593751212030332,2476,-0.14640268385340938,-0.14687211379150877,-0.14641317801152903,-0.14656265855214906,0.0002188598344664806
0.12741724650065103,0.009819737320595814,0.0072252750396728516,0.00020951481717570666,True,3,0.8,1,2,80,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 80, 'random_state': 42}",-0.27412801491778865,-0.09015250124562943,-0.04216784247115563,-0.13548278621152457,0.09997501838521088,2396,-0.143908584003968,-0.14442218684119842,-0.144085823723616,-0.14413886485626082,0.0002130054614588849
0.16647720336914062,0.0040040600267654824,0.007838567097981771,0.0004908674102659822,True,3,0.8,1,2,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-0.26854160957325846,-0.07959532902632052,-0.05087360560310472,-0.1330035147342279,0.0965545293725967,2351,-0.14187412801280821,-0.14187237251476986,-0.14266502561038563,-0.14213717537932125,0.000373247165891801
0.23096752166748047,0.008603397323301318,0.011104742685953775,0.002059507033943753,True,3,0.8,1,2,150,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150, 'random_state': 42}",-0.26524583648367567,-0.07620590962926878,-0.049772704942226804,-0.13040815035172373,0.09595339069420059,2301,-0.14381258326130544,-0.1438522490506673,-0.14429555891151577,-0.14398679707449616,0.0002189273056080701
0.06536666552225749,0.013952461649232918,0.0051839351654052734,9.50097289856888e-05,True,3,0.8,1,3,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 40, 'random_state': 42}",-0.2817729694334578,-0.091093532114735,-0.044870581183279815,-0.1392456942438242,0.10253343658839326,2451,-0.1417965040920571,-0.1424866484820062,-0.14189154793523676,-0.1420582335031,0.00030540997434593805
0.09659624099731445,0.015359923408141496,0.006955464680989583,0.0004108259681286945,True,3,0.8,1,3,60,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 60, 'random_state': 42}",-0.28985137471340316,-0.10698038742829219,-0.038976062828653416,-0.14526927499011624,0.10593751212030332,2476,-0.14640268385340938,-0.14687211379150877,-0.14641317801152903,-0.14656265855214906,0.0002188598344664806
0.1268447240193685,0.011039303197228697,0.006119569142659505,0.0012953910212244073,True,3,0.8,1,3,80,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 80, 'random_state': 42}",-0.27412801491778865,-0.09015250124562943,-0.04216784247115563,-0.13548278621152457,0.09997501838521088,2396,-0.143908584003968,-0.14442218684119842,-0.144085823723616,-0.14413886485626082,0.0002130054614588849
0.1706660588582357,0.009639388937434388,0.008278369903564453,0.0005958172675448553,True,3,0.8,1,3,100,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",-0.26854160957325846,-0.07959532902632052,-0.05087360560310472,-0.1330035147342279,0.0965545293725967,2351,-0.14187412801280821,-0.14187237251476986,-0.14266502561038563,-0.14213717537932125,0.000373247165891801
0.25203363100687665,0.005462641643345394,0.010483264923095703,0.00046232323668928926,True,3,0.8,1,3,150,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 150, 'random_state': 42}",-0.26524583648367567,-0.07620590962926878,-0.049772704942226804,-0.13040815035172373,0.09595339069420059,2301,-0.14381258326130544,-0.1438522490506673,-0.14429555891151577,-0.14398679707449616,0.0002189273056080701
0.056991179784139,0.0032233427742955063,0.00489036242167155,9.755920712418386e-05,True,3,0.8,1,5,40,42,"{'bootstrap': True, 'max_depth': 3, 'max_features': 0.8, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 40, 'random_state': 42}",-0.2817729694334578,-0.091093532114735,-0.044870581183279815,-0.1392456942438242,0.10253343658839326,2451,-0.1417965040920571,-0.1424866484820062,-0.14189154793523676,-0.1420582335031,0.00030540997434593805
