mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_learning_rate,param_loss,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.2660671869913737,0.02340523438299114,0.018216530481974285,0.0086739452988032,DecisionTreeRegressor(max_depth=1),1.0,linear,40,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'linear', 'n_estimators': 40, 'random_state': 42}",-3.803736434108569,-3.5485681653372274,-3.968139705882353,-3.773481435109383,0.17262018640584503,612,-1.2777384282010558,-1.2809530782306224,-1.3212817871234,-1.2933244311850263,0.019812349801775084
0.3284398714701335,0.07906040802295777,0.02397640546162923,0.007898503062511808,DecisionTreeRegressor(max_depth=1),1.0,linear,50,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'linear', 'n_estimators': 50, 'random_state': 42}",-3.803736434108569,-3.5485681653372274,-3.968139705882353,-3.773481435109383,0.17262018640584503,612,-1.2626456484954443,-1.2167764781112638,-1.2831562566397863,-1.254192794415498,0.027750757418451014
0.5113994280497233,0.06933017529249956,0.03181155522664388,0.009304235919366783,DecisionTreeRegressor(max_depth=1),1.0,linear,80,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'linear', 'n_estimators': 80, 'random_state': 42}",-3.803736434108569,-3.5485681653372274,-4.001155963302738,-3.7844868542495114,0.18526888290694346,619,-1.197423944541857,-1.1957463545622171,-1.2479900994734188,-1.2137201328591642,0.024242201988014384
0.6324248313903809,0.07923374402029064,0.036677916844685875,0.010432495726809718,DecisionTreeRegressor(max_depth=1),1.0,linear,100,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'linear', 'n_estimators': 100, 'random_state': 42}",-3.803736434108569,-4.257766879886338,-4.001155963302738,-4.020886425765881,0.18588146722225452,627,-1.185550513305098,-1.1897648245024308,-1.1964474610551379,-1.190587599620889,0.004486541855998498
0.9362910588582357,0.15436509233711085,0.06630976994832356,0.008930162582565892,DecisionTreeRegressor(max_depth=1),1.0,linear,150,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'linear', 'n_estimators': 150, 'random_state': 42}",-4.434980124223668,-4.257766879886338,-4.001155963302738,-4.231300989137582,0.17809395119717225,630,-1.1554477356544055,-1.1716551211838746,-1.1134033937643273,-1.1468354168675359,0.024548522874846757
0.2360673745473226,0.023077524390635897,0.015265146891276041,0.004521915199399579,DecisionTreeRegressor(max_depth=1),1.0,square,40,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'square', 'n_estimators': 40, 'random_state': 42}",-3.6642093023256064,-3.5485681653372274,-3.471009216589986,-3.561262228084273,0.07938271307966331,548,-1.197155352729693,-1.2464422413178504,-1.1697690202020223,-1.2044555380831885,0.03172449357321784
0.3120630582173665,0.005869448025944112,0.030643463134765625,0.0008282487117446061,DecisionTreeRegressor(max_depth=1),1.0,square,50,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'square', 'n_estimators': 50, 'random_state': 42}",-3.6642093023256064,-3.5485681653372274,-3.436610966057446,-3.5497961445734263,0.09292068882569354,547,-1.1256886114136853,-1.19218484896227,-1.1258205858437587,-1.1478980154065714,0.0313155666733034
0.4897269407908122,0.04398277220985065,0.04215081532796224,0.003888729308777305,DecisionTreeRegressor(max_depth=1),1.0,square,80,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'square', 'n_estimators': 80, 'random_state': 42}",-3.1962523510972614,-2.8901433365292326,-3.1909330218067873,-3.092442903144427,0.14306387805346896,543,-1.075685150976866,-1.070298506518773,-1.0700211057432765,-1.072001587746305,0.0026071333366638806
0.5970932642618815,0.0336248993264332,0.04259649912516276,0.013695740607238507,DecisionTreeRegressor(max_depth=1),1.0,square,100,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'square', 'n_estimators': 100, 'random_state': 42}",-3.026323129251676,-2.7503416149069486,-3.1909330218067873,-2.989199255321804,0.1817761140710656,542,-1.0834137432936335,-1.0954146533560625,-1.0707580768487626,-1.0831954911661528,0.010067188179375802
0.8308508396148682,0.02550483889229236,0.043049891789754234,0.010364956919940318,DecisionTreeRegressor(max_depth=1),1.0,square,150,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'square', 'n_estimators': 150, 'random_state': 42}",-2.165930470347949,-2.0214209085935315,-2.4555687382299447,-2.2143067057238084,0.18051090383751972,541,-1.0696617837656577,-1.080705265874187,-1.0636245732771215,-1.071330540972322,0.007072297027131394
0.2822093963623047,0.03010772883885509,0.02558747927347819,0.001039459622945008,DecisionTreeRegressor(max_depth=1),1.0,exponential,40,42,"{'estimator': DecisionTreeRegressor(max_depth=1), 'learning_rate': 1.0, 'loss': 'exponential', 'n_estimators': 40, 'random_state': 42}",-3.745121447028407,-3.5485681653372274,-3.785878172588847,-3.6931892616514936,0.10360734785383223,562,-1.218630642476305,-1.2399396141346175,-1.2940546036632812,-1.2508749534247345,0.031747752826786636
