DATE,UNIDADE,QUANTIDADE,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_MONTH,MONTH,QUARTER,YEAR,QUANTIDADE_LAG_1,QUANTIDADE_LAG_2,QUANTIDADE_MA_3
2023-09-21,CO de Pelotas,5611.0,21,3,3,9,3,2023,3846.0,4358.0,3304.0
2023-09-22,CO de Pelotas,3672.0,22,4,4,9,3,2023,5611.0,3846.0,4605.0
2023-09-23,CO de Pelotas,3291.0,23,5,4,9,3,2023,3672.0,5611.0,4376.333
2023-09-25,CO de Pelotas,4527.0,25,0,4,9,3,2023,3291.0,3672.0,4191.333
2023-09-26,CO de Pelotas,2721.0,26,1,4,9,3,2023,4527.0,3291.0,3830.0
2023-09-27,CO de Pelotas,3802.0,27,2,4,9,3,2023,2721.0,4527.0,3513.0
2023-09-28,CO de Pelotas,3000.0,28,3,4,9,3,2023,3802.0,2721.0,3683.333
2023-09-29,CO de Pelotas,3498.0,29,4,5,9,3,2023,3000.0,3802.0,3174.333
2023-09-30,CO de Pelotas,3372.0,30,5,5,9,3,2023,3498.0,3000.0,3433.333
2023-10-02,CO de Pelotas,4921.0,2,0,1,10,4,2023,3372.0,3498.0,3290.0
2023-10-03,CO de Pelotas,4327.0,3,1,1,10,4,2023,4921.0,3372.0,3930.333
2023-10-04,CO de Pelotas,2986.0,4,2,1,10,4,2023,4327.0,4921.0,4206.667
2023-10-05,CO de Pelotas,5290.0,5,3,1,10,4,2023,2986.0,4327.0,4078.0
2023-10-06,CO de Pelotas,4165.0,6,4,1,10,4,2023,5290.0,2986.0,4201.0
2023-10-07,CO de Pelotas,1494.0,7,5,1,10,4,2023,4165.0,5290.0,4147.0
2023-10-09,CO de Pelotas,6207.0,9,0,2,10,4,2023,1494.0,4165.0,3649.667
2023-10-10,CO de Pelotas,5079.0,10,1,2,10,4,2023,6207.0,1494.0,3955.333
2023-10-11,CO de Pelotas,4551.0,11,2,2,10,4,2023,5079.0,6207.0,4260.0
2023-10-13,CO de Pelotas,4874.0,13,4,2,10,4,2023,4551.0,5079.0,5279.0
2023-10-14,CO de Pelotas,1594.0,14,5,2,10,4,2023,4874.0,4551.0,4834.667
2023-10-16,CO de Pelotas,4275.0,16,0,3,10,4,2023,1594.0,4874.0,3673.0
2023-10-17,CO de Pelotas,2327.0,17,1,3,10,4,2023,4275.0,1594.0,3581.0
2023-10-18,CO de Pelotas,5859.0,18,2,3,10,4,2023,2327.0,4275.0,2732.0
2023-10-19,CO de Pelotas,4790.0,19,3,3,10,4,2023,5859.0,2327.0,4153.667
2023-10-20,CO de Pelotas,1971.0,20,4,3,10,4,2023,4790.0,5859.0,4325.333
2023-10-21,CO de Pelotas,1791.0,21,5,3,10,4,2023,1971.0,4790.0,4206.667
2023-10-23,CO de Pelotas,3149.0,23,0,4,10,4,2023,1791.0,1971.0,2850.667
2023-10-24,CO de Pelotas,3668.0,24,1,4,10,4,2023,3149.0,1791.0,2303.667
2023-10-25,CO de Pelotas,4863.0,25,2,4,10,4,2023,3668.0,3149.0,2869.333
2023-10-26,CO de Pelotas,3188.0,26,3,4,10,4,2023,4863.0,3668.0,3893.333
2023-10-27,CO de Pelotas,4245.0,27,4,4,10,4,2023,3188.0,4863.0,3906.333
2023-10-28,CO de Pelotas,1494.0,28,5,4,10,4,2023,4245.0,3188.0,4098.667
2023-10-30,CO de Pelotas,4180.0,30,0,5,10,4,2023,1494.0,4245.0,2975.667
2023-10-31,CO de Pelotas,3676.0,31,1,5,10,4,2023,4180.0,1494.0,3306.333
2023-11-01,CO de Pelotas,3268.0,1,2,1,11,4,2023,3676.0,4180.0,3116.667
2023-11-03,CO de Pelotas,4030.0,3,4,1,11,4,2023,3268.0,3676.0,3708.0
2023-11-04,CO de Pelotas,2330.0,4,5,1,11,4,2023,4030.0,3268.0,3658.0
2023-11-06,CO de Pelotas,4258.0,6,0,1,11,4,2023,2330.0,4030.0,3209.333
2023-11-07,CO de Pelotas,3957.0,7,1,1,11,4,2023,4258.0,2330.0,3539.333
2023-11-08,CO de Pelotas,4530.0,8,2,2,11,4,2023,3957.0,4258.0,3515.0
2023-11-09,CO de Pelotas,3923.0,9,3,2,11,4,2023,4530.0,3957.0,4248.333
2023-11-10,CO de Pelotas,5610.0,10,4,2,11,4,2023,3923.0,4530.0,4136.667
2023-11-11,CO de Pelotas,1306.0,11,5,2,11,4,2023,5610.0,3923.0,4687.667
2023-11-13,CO de Pelotas,5613.0,13,0,2,11,4,2023,1306.0,5610.0,3613.0
2023-11-14,CO de Pelotas,5404.0,14,1,2,11,4,2023,5613.0,1306.0,4176.333
2023-11-16,CO de Pelotas,4805.0,16,3,3,11,4,2023,5404.0,5613.0,4107.667
2023-11-17,CO de Pelotas,4572.0,17,4,3,11,4,2023,4805.0,5404.0,5274.0
2023-11-18,CO de Pelotas,4858.0,18,5,3,11,4,2023,4572.0,4805.0,4927.0
2023-11-20,CO de Pelotas,5375.0,20,0,3,11,4,2023,4858.0,4572.0,4745.0
2023-11-21,CO de Pelotas,4610.0,21,1,3,11,4,2023,5375.0,4858.0,4935.0
2023-11-22,CO de Pelotas,8357.0,22,2,4,11,4,2023,4610.0,5375.0,4947.667
2023-11-23,CO de Pelotas,4270.0,23,3,4,11,4,2023,8357.0,4610.0,6114.0
2023-11-24,CO de Pelotas,3318.0,24,4,4,11,4,2023,4270.0,8357.0,5745.667
2023-11-25,CO de Pelotas,555.0,25,5,4,11,4,2023,3318.0,4270.0,5315.0
2023-11-27,CO de Pelotas,4966.0,27,0,4,11,4,2023,555.0,3318.0,2714.333
2023-11-28,CO de Pelotas,4686.0,28,1,4,11,4,2023,4966.0,555.0,2946.333
2023-11-29,CO de Pelotas,3590.0,29,2,5,11,4,2023,4686.0,4966.0,3402.333
2023-11-30,CO de Pelotas,4311.0,30,3,5,11,4,2023,3590.0,4686.0,4414.0
2023-12-01,CO de Pelotas,2893.0,1,4,1,12,4,2023,4311.0,3590.0,4195.667
2023-12-02,CO de Pelotas,1826.0,2,5,1,12,4,2023,2893.0,4311.0,3598.0
2023-12-04,CO de Pelotas,4580.0,4,0,1,12,4,2023,1826.0,2893.0,3010.0
2023-12-05,CO de Pelotas,3424.0,5,1,1,12,4,2023,4580.0,1826.0,3099.667
2023-12-06,CO de Pelotas,1469.0,6,2,1,12,4,2023,3424.0,4580.0,3276.667
2023-12-07,CO de Pelotas,4914.0,7,3,1,12,4,2023,1469.0,3424.0,3157.667
2023-12-08,CO de Pelotas,3875.0,8,4,2,12,4,2023,4914.0,1469.0,3269.0
2023-12-09,CO de Pelotas,2084.0,9,5,2,12,4,2023,3875.0,4914.0,3419.333
2023-12-11,CO de Pelotas,7703.0,11,0,2,12,4,2023,2084.0,3875.0,3624.333
2023-12-12,CO de Pelotas,4948.0,12,1,2,12,4,2023,7703.0,2084.0,4554.0
2023-12-13,CO de Pelotas,3022.0,13,2,2,12,4,2023,4948.0,7703.0,4911.667
2023-12-14,CO de Pelotas,4376.0,14,3,2,12,4,2023,3022.0,4948.0,5224.333
2023-12-15,CO de Pelotas,6961.0,15,4,3,12,4,2023,4376.0,3022.0,4115.333
2023-12-16,CO de Pelotas,1088.0,16,5,3,12,4,2023,6961.0,4376.0,4786.333
2023-12-18,CO de Pelotas,3260.0,18,0,3,12,4,2023,1088.0,6961.0,4141.667
2023-12-19,CO de Pelotas,4348.0,19,1,3,12,4,2023,3260.0,1088.0,3769.667
2023-12-20,CO de Pelotas,4662.0,20,2,3,12,4,2023,4348.0,3260.0,2898.667
2023-12-21,CO de Pelotas,5790.0,21,3,3,12,4,2023,4662.0,4348.0,4090.0
2023-12-22,CO de Pelotas,4910.0,22,4,4,12,4,2023,5790.0,4662.0,4933.333
2023-12-23,CO de Pelotas,2016.0,23,5,4,12,4,2023,4910.0,5790.0,5120.667
2023-12-26,CO de Pelotas,4524.0,26,1,4,12,4,2023,2016.0,4910.0,4238.667
2023-12-27,CO de Pelotas,4026.0,27,2,4,12,4,2023,4524.0,2016.0,3816.667
2023-12-28,CO de Pelotas,5685.0,28,3,4,12,4,2023,4026.0,4524.0,3522.0
2023-12-29,CO de Pelotas,6776.0,29,4,5,12,4,2023,5685.0,4026.0,4745.0
2023-12-30,CO de Pelotas,3849.0,30,5,5,12,4,2023,6776.0,5685.0,5495.667
2024-01-02,CO de Pelotas,2433.0,2,1,1,1,1,2024,3849.0,6776.0,5436.667
2024-01-03,CO de Pelotas,4350.0,3,2,1,1,1,2024,2433.0,3849.0,4352.667
2024-01-04,CO de Pelotas,3656.0,4,3,1,1,1,2024,4350.0,2433.0,3544.0
2024-01-05,CO de Pelotas,4944.0,5,4,1,1,1,2024,3656.0,4350.0,3479.667
2024-01-06,CO de Pelotas,1620.0,6,5,1,1,1,2024,4944.0,3656.0,4316.667
2024-01-08,CO de Pelotas,4585.0,8,0,2,1,1,2024,1620.0,4944.0,3406.667
2024-01-09,CO de Pelotas,5047.0,9,1,2,1,1,2024,4585.0,1620.0,3716.333
2024-01-10,CO de Pelotas,2253.0,10,2,2,1,1,2024,5047.0,4585.0,3750.667
2024-01-11,CO de Pelotas,3906.0,11,3,2,1,1,2024,2253.0,5047.0,3961.667
2024-01-12,CO de Pelotas,4125.0,12,4,2,1,1,2024,3906.0,2253.0,3735.333
2024-01-13,CO de Pelotas,2190.0,13,5,2,1,1,2024,4125.0,3906.0,3428.0
2024-01-15,CO de Pelotas,3348.0,15,0,3,1,1,2024,2190.0,4125.0,3407.0
2024-01-16,CO de Pelotas,1830.0,16,1,3,1,1,2024,3348.0,2190.0,3221.0
2024-01-17,CO de Pelotas,8044.0,17,2,3,1,1,2024,1830.0,3348.0,2456.0
2024-01-18,CO de Pelotas,8267.0,18,3,3,1,1,2024,8044.0,1830.0,4407.333
2024-01-19,CO de Pelotas,9016.0,19,4,3,1,1,2024,8267.0,8044.0,6047.0
2024-01-20,CO de Pelotas,6892.0,20,5,3,1,1,2024,9016.0,8267.0,8442.333
2024-01-22,CO de Pelotas,4613.0,22,0,4,1,1,2024,6892.0,9016.0,8058.333
2024-01-23,CO de Pelotas,6638.0,23,1,4,1,1,2024,4613.0,6892.0,6840.333
2024-01-24,CO de Pelotas,5669.0,24,2,4,1,1,2024,6638.0,4613.0,6047.667
2024-01-25,CO de Pelotas,5230.0,25,3,4,1,1,2024,5669.0,6638.0,5640.0
2024-01-26,CO de Pelotas,6260.0,26,4,4,1,1,2024,5230.0,5669.0,5845.667
2024-01-27,CO de Pelotas,3163.0,27,5,4,1,1,2024,6260.0,5230.0,5719.667
2024-01-29,CO de Pelotas,6106.0,29,0,5,1,1,2024,3163.0,6260.0,4884.333
2024-01-30,CO de Pelotas,5589.0,30,1,5,1,1,2024,6106.0,3163.0,5176.333
2024-01-31,CO de Pelotas,12072.0,31,2,5,1,1,2024,5589.0,6106.0,4952.667
2024-02-01,CO de Pelotas,4788.0,1,3,1,2,1,2024,12072.0,5589.0,7922.333
2024-02-02,CO de Pelotas,3375.0,2,4,1,2,1,2024,4788.0,12072.0,7483.0
2024-02-03,CO de Pelotas,2295.0,3,5,1,2,1,2024,3375.0,4788.0,6745.0
2024-02-05,CO de Pelotas,9067.0,5,0,1,2,1,2024,2295.0,3375.0,3486.0
2024-02-06,CO de Pelotas,4308.0,6,1,1,2,1,2024,9067.0,2295.0,4912.333
2024-02-07,CO de Pelotas,7560.0,7,2,1,2,1,2024,4308.0,9067.0,5223.333
2024-02-08,CO de Pelotas,6873.0,8,3,2,2,1,2024,7560.0,4308.0,6978.333
2024-02-09,CO de Pelotas,6572.0,9,4,2,2,1,2024,6873.0,7560.0,6247.0
2024-02-10,CO de Pelotas,2911.0,10,5,2,2,1,2024,6572.0,6873.0,7001.667
2024-02-12,CO de Pelotas,2481.0,12,0,2,2,1,2024,2911.0,6572.0,5452.0
2024-02-14,CO de Pelotas,5165.0,14,2,2,2,1,2024,2481.0,2911.0,3988.0
2024-02-15,CO de Pelotas,6099.0,15,3,3,2,1,2024,5165.0,2481.0,3519.0
2024-02-16,CO de Pelotas,5314.0,16,4,3,2,1,2024,6099.0,5165.0,4581.667
2024-02-17,CO de Pelotas,1741.0,17,5,3,2,1,2024,5314.0,6099.0,5526.0
2024-02-19,CO de Pelotas,5731.0,19,0,3,2,1,2024,1741.0,5314.0,4384.667
2024-02-20,CO de Pelotas,4695.0,20,1,3,2,1,2024,5731.0,1741.0,4262.0
2024-02-21,CO de Pelotas,5434.0,21,2,3,2,1,2024,4695.0,5731.0,4055.667
2024-02-22,CO de Pelotas,3723.0,22,3,4,2,1,2024,5434.0,4695.0,5286.667
2024-02-23,CO de Pelotas,3168.0,23,4,4,2,1,2024,3723.0,5434.0,4617.333
2024-02-24,CO de Pelotas,976.0,24,5,4,2,1,2024,3168.0,3723.0,4108.333
2024-02-26,CO de Pelotas,4312.0,26,0,4,2,1,2024,976.0,3168.0,2622.333
2024-02-27,CO de Pelotas,3303.0,27,1,4,2,1,2024,4312.0,976.0,2818.667
2024-02-28,CO de Pelotas,4712.0,28,2,4,2,1,2024,3303.0,4312.0,2863.667
2024-02-29,CO de Pelotas,6285.0,29,3,5,2,1,2024,4712.0,3303.0,4109.0
2024-03-01,CO de Pelotas,2967.0,1,4,1,3,1,2024,6285.0,4712.0,4766.667
2024-03-02,CO de Pelotas,1714.0,2,5,1,3,1,2024,2967.0,6285.0,4654.667
2024-03-04,CO de Pelotas,3961.0,4,0,1,3,1,2024,1714.0,2967.0,3655.333
2024-03-05,CO de Pelotas,3500.0,5,1,1,3,1,2024,3961.0,1714.0,2880.667
2024-03-06,CO de Pelotas,3612.0,6,2,1,3,1,2024,3500.0,3961.0,3058.333
2024-03-07,CO de Pelotas,5659.0,7,3,1,3,1,2024,3612.0,3500.0,3691.0
2024-03-08,CO de Pelotas,3728.0,8,4,2,3,1,2024,5659.0,3612.0,4257.0
2024-03-09,CO de Pelotas,2301.0,9,5,2,3,1,2024,3728.0,5659.0,4333.0
2024-03-11,CO de Pelotas,7088.0,11,0,2,3,1,2024,2301.0,3728.0,3896.0
2024-03-12,CO de Pelotas,2248.0,12,1,2,3,1,2024,7088.0,2301.0,4372.333
2024-03-13,CO de Pelotas,3705.0,13,2,2,3,1,2024,2248.0,7088.0,3879.0
2024-03-14,CO de Pelotas,5826.0,14,3,2,3,1,2024,3705.0,2248.0,4347.0
2024-03-15,CO de Pelotas,5049.0,15,4,3,3,1,2024,5826.0,3705.0,3926.333
2024-03-16,CO de Pelotas,1152.0,16,5,3,3,1,2024,5049.0,5826.0,4860.0
2024-03-18,CO de Pelotas,4785.0,18,0,3,3,1,2024,1152.0,5049.0,4009.0
2024-03-19,CO de Pelotas,2938.0,19,1,3,3,1,2024,4785.0,1152.0,3662.0
2024-03-20,CO de Pelotas,4867.0,20,2,3,3,1,2024,2938.0,4785.0,2958.333
2024-03-21,CO de Pelotas,372.0,21,3,3,3,1,2024,4867.0,2938.0,4196.667
2024-03-22,CO de Pelotas,533.0,22,4,4,3,1,2024,372.0,4867.0,2725.667
2024-03-23,CO de Pelotas,7949.0,23,5,4,3,1,2024,533.0,372.0,1924.0
2024-03-25,CO de Pelotas,6253.0,25,0,4,3,1,2024,7949.0,533.0,2951.333
2024-03-26,CO de Pelotas,3628.0,26,1,4,3,1,2024,6253.0,7949.0,4911.667
2024-03-27,CO de Pelotas,6822.0,27,2,4,3,1,2024,3628.0,6253.0,5943.333
2024-03-28,CO de Pelotas,3115.0,28,3,4,3,1,2024,6822.0,3628.0,5567.667
2024-03-30,CO de Pelotas,2700.0,30,5,5,3,1,2024,3115.0,6822.0,4521.667
2024-04-01,CO de Pelotas,4680.0,1,0,1,4,2,2024,2700.0,3115.0,4212.333
2024-04-02,CO de Pelotas,5889.0,2,1,1,4,2,2024,4680.0,2700.0,3498.333
2024-04-03,CO de Pelotas,3242.0,3,2,1,4,2,2024,5889.0,4680.0,4423.0
2024-04-04,CO de Pelotas,2689.0,4,3,1,4,2,2024,3242.0,5889.0,4603.667
2024-04-05,CO de Pelotas,2151.0,5,4,1,4,2,2024,2689.0,3242.0,3940.0
2024-04-06,CO de Pelotas,4225.0,6,5,1,4,2,2024,2151.0,2689.0,2694.0
2024-04-08,CO de Pelotas,4557.0,8,0,2,4,2,2024,4225.0,2151.0,3021.667
2024-04-09,CO de Pelotas,4188.0,9,1,2,4,2,2024,4557.0,4225.0,3644.333
2024-04-10,CO de Pelotas,4930.0,10,2,2,4,2,2024,4188.0,4557.0,4323.333
2024-04-11,CO de Pelotas,2945.0,11,3,2,4,2,2024,4930.0,4188.0,4558.333
2024-04-12,CO de Pelotas,2910.0,12,4,2,4,2,2024,2945.0,4930.0,4021.0
2024-04-13,CO de Pelotas,1151.0,13,5,2,4,2,2024,2910.0,2945.0,3595.0
2024-04-15,CO de Pelotas,5183.0,15,0,3,4,2,2024,1151.0,2910.0,2335.333
2024-04-16,CO de Pelotas,3030.0,16,1,3,4,2,2024,5183.0,1151.0,3081.333
2024-04-17,CO de Pelotas,4474.0,17,2,3,4,2,2024,3030.0,5183.0,3121.333
2024-04-18,CO de Pelotas,3210.0,18,3,3,4,2,2024,4474.0,3030.0,4229.0
2024-04-19,CO de Pelotas,6127.0,19,4,3,4,2,2024,3210.0,4474.0,3571.333
2024-04-20,CO de Pelotas,1216.0,20,5,3,4,2,2024,6127.0,3210.0,4603.667
2024-04-22,CO de Pelotas,2602.0,22,0,4,4,2,2024,1216.0,6127.0,3517.667
2024-04-23,CO de Pelotas,3468.0,23,1,4,4,2,2024,2602.0,1216.0,3315.0
2024-04-24,CO de Pelotas,3992.0,24,2,4,4,2,2024,3468.0,2602.0,2428.667
2024-04-25,CO de Pelotas,3435.0,25,3,4,4,2,2024,3992.0,3468.0,3354.0
2024-04-26,CO de Pelotas,3795.0,26,4,4,4,2,2024,3435.0,3992.0,3631.667
2024-04-27,CO de Pelotas,2374.0,27,5,4,4,2,2024,3795.0,3435.0,3740.667
2024-05-02,CO de Pelotas,4485.0,2,3,1,5,2,2024,2374.0,3795.0,3201.333
2024-05-03,CO de Pelotas,9224.0,3,4,1,5,2,2024,4485.0,2374.0,3551.333
2024-05-04,CO de Pelotas,5829.0,4,5,1,5,2,2024,9224.0,4485.0,5361.0
2024-05-06,CO de Pelotas,0.0,6,0,1,5,2,2024,5829.0,9224.0,6512.667
2024-05-07,CO de Pelotas,4227.0,7,1,1,5,2,2024,0.0,5829.0,5017.667
2024-05-08,CO de Pelotas,8350.0,8,2,2,5,2,2024,4227.0,0.0,3352.0
2024-05-09,CO de Pelotas,7100.0,9,3,2,5,2,2024,8350.0,4227.0,4192.333
2024-05-10,CO de Pelotas,2899.0,10,4,2,5,2,2024,7100.0,8350.0,6559.0
2024-05-11,CO de Pelotas,1404.0,11,5,2,5,2,2024,2899.0,7100.0,6116.333
2024-05-13,CO de Pelotas,9586.0,13,0,2,5,2,2024,1404.0,2899.0,3801.0
2024-05-14,CO de Pelotas,8809.0,14,1,2,5,2,2024,9586.0,1404.0,4629.667
2024-05-15,CO de Pelotas,7532.0,15,2,3,5,2,2024,8809.0,9586.0,6599.667
2024-05-16,CO de Pelotas,8309.0,16,3,3,5,2,2024,7532.0,8809.0,8642.333
2024-05-17,CO de Pelotas,8341.0,17,4,3,5,2,2024,8309.0,7532.0,8216.667
2024-05-18,CO de Pelotas,8034.0,18,5,3,5,2,2024,8341.0,8309.0,8060.667
2024-05-20,CO de Pelotas,7699.0,20,0,3,5,2,2024,8034.0,8341.0,8228.0
2024-05-21,CO de Pelotas,8867.0,21,1,3,5,2,2024,7699.0,8034.0,8024.667
2024-05-22,CO de Pelotas,9052.0,22,2,4,5,2,2024,8867.0,7699.0,8200.0
2024-05-23,CO de Pelotas,8705.0,23,3,4,5,2,2024,9052.0,8867.0,8539.333
2024-05-24,CO de Pelotas,7619.0,24,4,4,5,2,2024,8705.0,9052.0,8874.667
2024-05-25,CO de Pelotas,2789.0,25,5,4,5,2,2024,7619.0,8705.0,8458.667
2024-05-27,CO de Pelotas,5304.0,27,0,4,5,2,2024,2789.0,7619.0,6371.0
2024-05-28,CO de Pelotas,5063.0,28,1,4,5,2,2024,5304.0,2789.0,5237.333
2024-05-29,CO de Pelotas,8372.0,29,2,5,5,2,2024,5063.0,5304.0,4385.333
2023-02-04,CO de Suape,25291.0,4,5,1,2,1,2023,23195.0,24346.0,20893.667
2023-02-06,CO de Suape,24837.0,6,0,1,2,1,2023,25291.0,23195.0,24277.333
2023-02-07,CO de Suape,17844.0,7,1,1,2,1,2023,24837.0,25291.0,24441.0
2023-02-08,CO de Suape,21038.0,8,2,2,2,1,2023,17844.0,24837.0,22657.333
2023-02-09,CO de Suape,30585.0,9,3,2,2,1,2023,21038.0,17844.0,21239.667
2023-02-10,CO de Suape,25431.0,10,4,2,2,1,2023,30585.0,21038.0,23155.667
2023-02-11,CO de Suape,24701.0,11,5,2,2,1,2023,25431.0,30585.0,25684.667
2023-02-13,CO de Suape,27596.0,13,0,2,2,1,2023,24701.0,25431.0,26905.667
2023-02-14,CO de Suape,28190.0,14,1,2,2,1,2023,27596.0,24701.0,25909.333
2023-02-15,CO de Suape,11575.0,15,2,3,2,1,2023,28190.0,27596.0,26829.0
2023-02-16,CO de Suape,13419.0,16,3,3,2,1,2023,11575.0,28190.0,22453.667
2023-02-17,CO de Suape,13586.0,17,4,3,2,1,2023,13419.0,11575.0,17728.0
2023-02-18,CO de Suape,18509.0,18,5,3,2,1,2023,13586.0,13419.0,12860.0
2023-02-20,CO de Suape,12826.0,20,0,3,2,1,2023,18509.0,13586.0,15171.333
2023-02-22,CO de Suape,16988.0,22,2,4,2,1,2023,12826.0,18509.0,14973.667
2023-02-23,CO de Suape,18563.0,23,3,4,2,1,2023,16988.0,12826.0,16107.667
2023-02-24,CO de Suape,16476.0,24,4,4,2,1,2023,18563.0,16988.0,16125.667
2023-02-25,CO de Suape,18407.0,25,5,4,2,1,2023,16476.0,18563.0,17342.333
2023-02-27,CO de Suape,16688.0,27,0,4,2,1,2023,18407.0,16476.0,17815.333
2023-02-28,CO de Suape,19291.0,28,1,4,2,1,2023,16688.0,18407.0,17190.333
2023-03-01,CO de Suape,15214.0,1,2,1,3,1,2023,19291.0,16688.0,18128.667
2023-03-02,CO de Suape,16403.0,2,3,1,3,1,2023,15214.0,19291.0,17064.333
2023-03-03,CO de Suape,15622.0,3,4,1,3,1,2023,16403.0,15214.0,16969.333
2023-03-04,CO de Suape,16385.0,4,5,1,3,1,2023,15622.0,16403.0,15746.333
2023-03-06,CO de Suape,16379.0,6,0,1,3,1,2023,16385.0,15622.0,16136.667
2023-03-07,CO de Suape,16346.0,7,1,1,3,1,2023,16379.0,16385.0,16128.667
2023-03-08,CO de Suape,12914.0,8,2,2,3,1,2023,16346.0,16379.0,16370.0
2023-03-09,CO de Suape,17197.0,9,3,2,3,1,2023,12914.0,16346.0,15213.0
2023-03-10,CO de Suape,18544.0,10,4,2,3,1,2023,17197.0,12914.0,15485.667
2023-03-11,CO de Suape,16480.0,11,5,2,3,1,2023,18544.0,17197.0,16218.333
2023-03-13,CO de Suape,17049.0,13,0,2,3,1,2023,16480.0,18544.0,17407.0
2023-03-14,CO de Suape,14715.0,14,1,2,3,1,2023,17049.0,16480.0,17357.667
2023-03-15,CO de Suape,12554.0,15,2,3,3,1,2023,14715.0,17049.0,16081.333
2023-03-16,CO de Suape,17539.0,16,3,3,3,1,2023,12554.0,14715.0,14772.667
2023-03-17,CO de Suape,12285.0,17,4,3,3,1,2023,17539.0,12554.0,14936.0
2023-03-18,CO de Suape,16892.0,18,5,3,3,1,2023,12285.0,17539.0,14126.0
2023-03-20,CO de Suape,19892.0,20,0,3,3,1,2023,16892.0,12285.0,15572.0
2023-03-21,CO de Suape,9883.0,21,1,3,3,1,2023,19892.0,16892.0,16356.333
2023-03-22,CO de Suape,21978.0,22,2,4,3,1,2023,9883.0,19892.0,15555.667
2023-03-23,CO de Suape,12086.0,23,3,4,3,1,2023,21978.0,9883.0,17251.0
2023-03-24,CO de Suape,14584.0,24,4,4,3,1,2023,12086.0,21978.0,14649.0
2023-03-25,CO de Suape,16435.0,25,5,4,3,1,2023,14584.0,12086.0,16216.0
2023-03-27,CO de Suape,11988.0,27,0,4,3,1,2023,16435.0,14584.0,14368.333
2023-03-28,CO de Suape,18046.0,28,1,4,3,1,2023,11988.0,16435.0,14335.667
2023-03-29,CO de Suape,18654.0,29,2,5,3,1,2023,18046.0,11988.0,15489.667
2023-03-30,CO de Suape,17066.0,30,3,5,3,1,2023,18654.0,18046.0,16229.333
2023-03-31,CO de Suape,20586.0,31,4,5,3,1,2023,17066.0,18654.0,17922.0
2023-04-01,CO de Suape,17015.0,1,5,1,4,2,2023,20586.0,17066.0,18768.667
2023-04-03,CO de Suape,27499.0,3,0,1,4,2,2023,17015.0,20586.0,18222.333
2023-04-04,CO de Suape,24111.0,4,1,1,4,2,2023,27499.0,17015.0,21700.0
2023-04-05,CO de Suape,31105.0,5,2,1,4,2,2023,24111.0,27499.0,22875.0
2023-04-06,CO de Suape,28006.0,6,3,1,4,2,2023,31105.0,24111.0,27571.667
2023-04-08,CO de Suape,18017.0,8,5,2,4,2,2023,28006.0,31105.0,27740.667
2023-04-10,CO de Suape,29937.0,10,0,2,4,2,2023,18017.0,28006.0,25709.333
2023-04-11,CO de Suape,27852.0,11,1,2,4,2,2023,29937.0,18017.0,25320.0
2023-04-12,CO de Suape,26753.0,12,2,2,4,2,2023,27852.0,29937.0,25268.667
2023-04-13,CO de Suape,25122.0,13,3,2,4,2,2023,26753.0,27852.0,28180.667
2023-04-14,CO de Suape,27871.0,14,4,2,4,2,2023,25122.0,26753.0,26575.667
2023-04-15,CO de Suape,20235.0,15,5,3,4,2,2023,27871.0,25122.0,26582.0
2023-04-17,CO de Suape,29804.0,17,0,3,4,2,2023,20235.0,27871.0,24409.333
2023-04-18,CO de Suape,24667.0,18,1,3,4,2,2023,29804.0,20235.0,25970.0
2023-04-19,CO de Suape,26382.0,19,2,3,4,2,2023,24667.0,29804.0,24902.0
2023-04-20,CO de Suape,22178.0,20,3,3,4,2,2023,26382.0,24667.0,26951.0
2023-04-22,CO de Suape,30572.0,22,5,4,4,2,2023,22178.0,26382.0,24409.0
2023-04-24,CO de Suape,30135.0,24,0,4,4,2,2023,30572.0,22178.0,26377.333
2023-04-25,CO de Suape,28310.0,25,1,4,4,2,2023,30135.0,30572.0,27628.333
2023-04-26,CO de Suape,30143.0,26,2,4,4,2,2023,28310.0,30135.0,29672.333
2023-04-27,CO de Suape,23971.0,27,3,4,4,2,2023,30143.0,28310.0,29529.333
2023-04-28,CO de Suape,27558.0,28,4,4,4,2,2023,23971.0,30143.0,27474.667
2023-04-29,CO de Suape,25296.0,29,5,5,4,2,2023,27558.0,23971.0,27224.0
2023-05-02,CO de Suape,22169.0,2,1,1,5,2,2023,25296.0,27558.0,25608.333
2023-05-03,CO de Suape,16007.0,3,2,1,5,2,2023,22169.0,25296.0,25007.667
2023-05-04,CO de Suape,18703.0,4,3,1,5,2,2023,16007.0,22169.0,21157.333
2023-05-05,CO de Suape,17036.0,5,4,1,5,2,2023,18703.0,16007.0,18959.667
2023-05-06,CO de Suape,17922.0,6,5,1,5,2,2023,17036.0,18703.0,17248.667
2023-05-08,CO de Suape,13648.0,8,0,2,5,2,2023,17922.0,17036.0,17887.0
2023-05-09,CO de Suape,17654.0,9,1,2,5,2,2023,13648.0,17922.0,16202.0
2023-05-10,CO de Suape,20180.0,10,2,2,5,2,2023,17654.0,13648.0,16408.0
2023-05-11,CO de Suape,15041.0,11,3,2,5,2,2023,20180.0,17654.0,17160.667
2023-05-12,CO de Suape,14844.0,12,4,2,5,2,2023,15041.0,20180.0,17625.0
