DATE,UNIDADE,QUANTIDADE,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_MONTH,MONTH,QUARTER,YEAR,QUANTIDADE_LAG_1,QUANTIDADE_LAG_2,QUANTIDADE_MA_3
2023-05-06,CO de Cascavel,3095.0,6,5,1,5,2,2023,4844.0,2982.0,4217.333
2023-05-08,CO de Cascavel,3822.0,8,0,2,5,2,2023,3095.0,4844.0,3640.333
2023-05-09,CO de Cascavel,3061.0,9,1,2,5,2,2023,3822.0,3095.0,3920.333
2023-05-10,CO de Cascavel,5046.0,10,2,2,5,2,2023,3061.0,3822.0,3326.0
2023-05-11,CO de Cascavel,3611.0,11,3,2,5,2,2023,5046.0,3061.0,3976.333
2023-05-12,CO de Cascavel,4243.0,12,4,2,5,2,2023,3611.0,5046.0,3906.0
2023-05-13,CO de Cascavel,4191.0,13,5,2,5,2,2023,4243.0,3611.0,4300.0
2023-05-15,CO de Cascavel,5631.0,15,0,3,5,2,2023,4191.0,4243.0,4015.0
2023-05-16,CO de Cascavel,4049.0,16,1,3,5,2,2023,5631.0,4191.0,4688.333
2023-05-17,CO de Cascavel,3363.0,17,2,3,5,2,2023,4049.0,5631.0,4623.667
2023-05-18,CO de Cascavel,4422.0,18,3,3,5,2,2023,3363.0,4049.0,4347.667
2023-05-19,CO de Cascavel,3005.0,19,4,3,5,2,2023,4422.0,3363.0,3944.667
2023-05-20,CO de Cascavel,2882.0,20,5,3,5,2,2023,3005.0,4422.0,3596.667
2023-05-22,CO de Cascavel,6844.0,22,0,4,5,2,2023,2882.0,3005.0,3436.333
2023-05-23,CO de Cascavel,6001.0,23,1,4,5,2,2023,6844.0,2882.0,4243.667
2023-05-24,CO de Cascavel,4628.0,24,2,4,5,2,2023,6001.0,6844.0,5242.333
2023-05-25,CO de Cascavel,2153.0,25,3,4,5,2,2023,4628.0,6001.0,5824.333
2023-05-26,CO de Cascavel,4882.0,26,4,4,5,2,2023,2153.0,4628.0,4260.667
2023-05-27,CO de Cascavel,1431.0,27,5,4,5,2,2023,4882.0,2153.0,3887.667
2023-05-29,CO de Cascavel,5117.0,29,0,5,5,2,2023,1431.0,4882.0,2822.0
2023-05-30,CO de Cascavel,2889.0,30,1,5,5,2,2023,5117.0,1431.0,3810.0
2023-05-31,CO de Cascavel,3867.0,31,2,5,5,2,2023,2889.0,5117.0,3145.667
2023-06-01,CO de Cascavel,5900.0,1,3,1,6,2,2023,3867.0,2889.0,3957.667
2023-06-02,CO de Cascavel,4857.0,2,4,1,6,2,2023,5900.0,3867.0,4218.667
2023-06-03,CO de Cascavel,4669.0,3,5,1,6,2,2023,4857.0,5900.0,4874.667
2023-06-05,CO de Cascavel,6616.0,5,0,1,6,2,2023,4669.0,4857.0,5142.0
2023-06-06,CO de Cascavel,5937.0,6,1,1,6,2,2023,6616.0,4669.0,5380.667
2023-06-07,CO de Cascavel,3079.0,7,2,1,6,2,2023,5937.0,6616.0,5740.667
2023-06-09,CO de Cascavel,7052.0,9,4,2,6,2,2023,3079.0,5937.0,5210.667
2023-06-10,CO de Cascavel,724.0,10,5,2,6,2,2023,7052.0,3079.0,5356.0
2023-06-12,CO de Cascavel,5620.0,12,0,2,6,2,2023,724.0,7052.0,3618.333
2023-06-13,CO de Cascavel,2053.0,13,1,2,6,2,2023,5620.0,724.0,4465.333
2023-06-14,CO de Cascavel,4144.0,14,2,2,6,2,2023,2053.0,5620.0,2799.0
2023-06-15,CO de Cascavel,6451.0,15,3,3,6,2,2023,4144.0,2053.0,3939.0
2023-06-16,CO de Cascavel,5514.0,16,4,3,6,2,2023,6451.0,4144.0,4216.0
2023-06-17,CO de Cascavel,2329.0,17,5,3,6,2,2023,5514.0,6451.0,5369.667
2023-06-19,CO de Cascavel,5212.0,19,0,3,6,2,2023,2329.0,5514.0,4764.667
2023-06-20,CO de Cascavel,4832.0,20,1,3,6,2,2023,5212.0,2329.0,4351.667
2023-06-21,CO de Cascavel,3138.0,21,2,3,6,2,2023,4832.0,5212.0,4124.333
2023-06-22,CO de Cascavel,4305.0,22,3,4,6,2,2023,3138.0,4832.0,4394.0
2023-06-23,CO de Cascavel,4425.0,23,4,4,6,2,2023,4305.0,3138.0,4091.667
2023-06-24,CO de Cascavel,3513.0,24,5,4,6,2,2023,4425.0,4305.0,3956.0
2023-06-26,CO de Cascavel,6538.0,26,0,4,6,2,2023,3513.0,4425.0,4081.0
2023-06-27,CO de Cascavel,2549.0,27,1,4,6,2,2023,6538.0,3513.0,4825.333
2023-06-28,CO de Cascavel,4327.0,28,2,4,6,2,2023,2549.0,6538.0,4200.0
2023-06-29,CO de Cascavel,1705.0,29,3,5,6,2,2023,4327.0,2549.0,4471.333
2023-06-30,CO de Cascavel,3440.0,30,4,5,6,2,2023,1705.0,4327.0,2860.333
2023-07-01,CO de Cascavel,4180.0,1,5,1,7,3,2023,3440.0,1705.0,3157.333
2023-07-03,CO de Cascavel,4784.0,3,0,1,7,3,2023,4180.0,3440.0,3108.333
2023-07-04,CO de Cascavel,4643.0,4,1,1,7,3,2023,4784.0,4180.0,4134.667
2023-07-05,CO de Cascavel,4246.0,5,2,1,7,3,2023,4643.0,4784.0,4535.667
2023-07-06,CO de Cascavel,4830.0,6,3,1,7,3,2023,4246.0,4643.0,4557.667
2023-07-07,CO de Cascavel,6239.0,7,4,1,7,3,2023,4830.0,4246.0,4573.0
2023-07-17,CO de Cascavel,5589.0,17,0,3,7,3,2023,6239.0,4830.0,5105.0
2023-07-18,CO de Cascavel,7335.0,18,1,3,7,3,2023,5589.0,6239.0,5552.667
2023-07-19,CO de Cascavel,3860.0,19,2,3,7,3,2023,7335.0,5589.0,6387.667
2023-07-20,CO de Cascavel,7761.0,20,3,3,7,3,2023,3860.0,7335.0,5594.667
2023-07-21,CO de Cascavel,5801.0,21,4,3,7,3,2023,7761.0,3860.0,6318.667
2023-07-22,CO de Cascavel,2105.0,22,5,4,7,3,2023,5801.0,7761.0,5807.333
2023-07-24,CO de Cascavel,4470.0,24,0,4,7,3,2023,2105.0,5801.0,5222.333
2023-07-25,CO de Cascavel,5487.0,25,1,4,7,3,2023,4470.0,2105.0,4125.333
2023-07-26,CO de Cascavel,3801.0,26,2,4,7,3,2023,5487.0,4470.0,4020.667
2023-07-27,CO de Cascavel,6659.0,27,3,4,7,3,2023,3801.0,5487.0,4586.0
2023-07-28,CO de Cascavel,5656.0,28,4,4,7,3,2023,6659.0,3801.0,5315.667
2023-07-29,CO de Cascavel,331.0,29,5,5,7,3,2023,5656.0,6659.0,5372.0
2023-07-31,CO de Cascavel,4935.0,31,0,5,7,3,2023,331.0,5656.0,4215.333
2023-08-01,CO de Cascavel,1694.0,1,1,1,8,3,2023,4935.0,331.0,3640.667
2023-08-02,CO de Cascavel,4230.0,2,2,1,8,3,2023,1694.0,4935.0,2320.0
2023-08-03,CO de Cascavel,4643.0,3,3,1,8,3,2023,4230.0,1694.0,3619.667
2023-08-04,CO de Cascavel,4551.0,4,4,1,8,3,2023,4643.0,4230.0,3522.333
2023-08-05,CO de Cascavel,2740.0,5,5,1,8,3,2023,4551.0,4643.0,4474.667
2023-08-07,CO de Cascavel,4646.0,7,0,1,8,3,2023,2740.0,4551.0,3978.0
2023-08-08,CO de Cascavel,3581.0,8,1,2,8,3,2023,4646.0,2740.0,3979.0
2023-08-09,CO de Cascavel,3483.0,9,2,2,8,3,2023,3581.0,4646.0,3655.667
2023-08-10,CO de Cascavel,4774.0,10,3,2,8,3,2023,3483.0,3581.0,3903.333
2023-08-11,CO de Cascavel,5471.0,11,4,2,8,3,2023,4774.0,3483.0,3946.0
2023-08-14,CO de Cascavel,6337.0,14,0,2,8,3,2023,5471.0,4774.0,4576.0
2023-08-15,CO de Cascavel,5128.0,15,1,3,8,3,2023,6337.0,5471.0,5527.333
2023-08-16,CO de Cascavel,3793.0,16,2,3,8,3,2023,5128.0,6337.0,5645.333
2023-08-17,CO de Cascavel,4249.0,17,3,3,8,3,2023,3793.0,5128.0,5086.0
2023-08-18,CO de Cascavel,3917.0,18,4,3,8,3,2023,4249.0,3793.0,4390.0
2023-08-19,CO de Cascavel,2626.0,19,5,3,8,3,2023,3917.0,4249.0,3986.333
2023-08-21,CO de Cascavel,4964.0,21,0,3,8,3,2023,2626.0,3917.0,3597.333
2023-08-22,CO de Cascavel,5264.0,22,1,4,8,3,2023,4964.0,2626.0,3835.667
2023-08-23,CO de Cascavel,2999.0,23,2,4,8,3,2023,5264.0,4964.0,4284.667
2023-08-24,CO de Cascavel,5740.0,24,3,4,8,3,2023,2999.0,5264.0,4409.0
2023-08-25,CO de Cascavel,5768.0,25,4,4,8,3,2023,5740.0,2999.0,4667.667
2023-08-26,CO de Cascavel,158.0,26,5,4,8,3,2023,5768.0,5740.0,4835.667
2023-08-28,CO de Cascavel,7555.0,28,0,4,8,3,2023,158.0,5768.0,3888.667
2023-08-29,CO de Cascavel,5612.0,29,1,5,8,3,2023,7555.0,158.0,4493.667
2023-08-30,CO de Cascavel,6244.0,30,2,5,8,3,2023,5612.0,7555.0,4441.667
2023-08-31,CO de Cascavel,7092.0,31,3,5,8,3,2023,6244.0,5612.0,6470.333
2023-09-01,CO de Cascavel,5015.0,1,4,1,9,3,2023,7092.0,6244.0,6316.0
2023-09-02,CO de Cascavel,558.0,2,5,1,9,3,2023,5015.0,7092.0,6117.0
2023-09-04,CO de Cascavel,4863.0,4,0,1,9,3,2023,558.0,5015.0,4221.667
2023-09-05,CO de Cascavel,3361.0,5,1,1,9,3,2023,4863.0,558.0,3478.667
2023-09-06,CO de Cascavel,4202.0,6,2,1,9,3,2023,3361.0,4863.0,2927.333
2023-09-08,CO de Cascavel,6192.0,8,4,2,9,3,2023,4202.0,3361.0,4142.0
2023-09-09,CO de Cascavel,4164.0,9,5,2,9,3,2023,6192.0,4202.0,4585.0
2023-09-11,CO de Cascavel,6221.0,11,0,2,9,3,2023,4164.0,6192.0,4852.667
2023-09-12,CO de Cascavel,4498.0,12,1,2,9,3,2023,6221.0,4164.0,5525.667
2023-09-13,CO de Cascavel,4964.0,13,2,2,9,3,2023,4498.0,6221.0,4961.0
2023-09-14,CO de Cascavel,5196.0,14,3,2,9,3,2023,4964.0,4498.0,5227.667
2023-09-15,CO de Cascavel,5332.0,15,4,3,9,3,2023,5196.0,4964.0,4886.0
2023-09-16,CO de Cascavel,3573.0,16,5,3,9,3,2023,5332.0,5196.0,5164.0
2023-09-18,CO de Cascavel,3748.0,18,0,3,9,3,2023,3573.0,5332.0,4700.333
2023-09-19,CO de Cascavel,5240.0,19,1,3,9,3,2023,3748.0,3573.0,4217.667
2023-09-20,CO de Cascavel,2987.0,20,2,3,9,3,2023,5240.0,3748.0,4187.0
2023-09-21,CO de Cascavel,6478.0,21,3,3,9,3,2023,2987.0,5240.0,3991.667
2023-09-22,CO de Cascavel,4530.0,22,4,4,9,3,2023,6478.0,2987.0,4901.667
2023-09-23,CO de Cascavel,896.0,23,5,4,9,3,2023,4530.0,6478.0,4665.0
2023-09-25,CO de Cascavel,4705.0,25,0,4,9,3,2023,896.0,4530.0,3968.0
2023-09-26,CO de Cascavel,3963.0,26,1,4,9,3,2023,4705.0,896.0,3377.0
2023-09-27,CO de Cascavel,6490.0,27,2,4,9,3,2023,3963.0,4705.0,3188.0
2023-09-28,CO de Cascavel,4925.0,28,3,4,9,3,2023,6490.0,3963.0,5052.667
2023-09-29,CO de Cascavel,3284.0,29,4,5,9,3,2023,4925.0,6490.0,5126.0
2023-09-30,CO de Cascavel,1929.0,30,5,5,9,3,2023,3284.0,4925.0,4899.667
2023-10-02,CO de Cascavel,5922.0,2,0,1,10,4,2023,1929.0,3284.0,3379.333
2023-10-03,CO de Cascavel,3873.0,3,1,1,10,4,2023,5922.0,1929.0,3711.667
2023-10-04,CO de Cascavel,5336.0,4,2,1,10,4,2023,3873.0,5922.0,3908.0
2023-10-05,CO de Cascavel,4132.0,5,3,1,10,4,2023,5336.0,3873.0,5043.667
2023-10-06,CO de Cascavel,4041.0,6,4,1,10,4,2023,4132.0,5336.0,4447.0
2023-10-07,CO de Cascavel,1102.0,7,5,1,10,4,2023,4041.0,4132.0,4503.0
2023-10-09,CO de Cascavel,7621.0,9,0,2,10,4,2023,1102.0,4041.0,3091.667
2023-10-10,CO de Cascavel,4569.0,10,1,2,10,4,2023,7621.0,1102.0,4254.667
2023-10-11,CO de Cascavel,3708.0,11,2,2,10,4,2023,4569.0,7621.0,4430.667
2023-10-13,CO de Cascavel,6101.0,13,4,2,10,4,2023,3708.0,4569.0,5299.333
2023-10-14,CO de Cascavel,1025.0,14,5,2,10,4,2023,6101.0,3708.0,4792.667
2023-10-16,CO de Cascavel,5815.0,16,0,3,10,4,2023,1025.0,6101.0,3611.333
2023-10-17,CO de Cascavel,3942.0,17,1,3,10,4,2023,5815.0,1025.0,4313.667
2023-10-18,CO de Cascavel,7028.0,18,2,3,10,4,2023,3942.0,5815.0,3594.0
2023-10-19,CO de Cascavel,6726.0,19,3,3,10,4,2023,7028.0,3942.0,5595.0
2023-10-20,CO de Cascavel,1713.0,20,4,3,10,4,2023,6726.0,7028.0,5898.667
2023-10-21,CO de Cascavel,900.0,21,5,3,10,4,2023,1713.0,6726.0,5155.667
2023-10-23,CO de Cascavel,6414.0,23,0,4,10,4,2023,900.0,1713.0,3113.0
2023-10-24,CO de Cascavel,3114.0,24,1,4,10,4,2023,6414.0,900.0,3009.0
2023-10-25,CO de Cascavel,5239.0,25,2,4,10,4,2023,3114.0,6414.0,3476.0
2023-10-26,CO de Cascavel,4907.0,26,3,4,10,4,2023,5239.0,3114.0,4922.333
2023-10-27,CO de Cascavel,1979.0,27,4,4,10,4,2023,4907.0,5239.0,4420.0
2023-10-28,CO de Cascavel,840.0,28,5,4,10,4,2023,1979.0,4907.0,4041.667
2023-10-30,CO de Cascavel,5937.0,30,0,5,10,4,2023,840.0,1979.0,2575.333
2023-10-31,CO de Cascavel,5559.0,31,1,5,10,4,2023,5937.0,840.0,2918.667
2023-11-01,CO de Cascavel,3651.0,1,2,1,11,4,2023,5559.0,5937.0,4112.0
2023-11-03,CO de Cascavel,7534.0,3,4,1,11,4,2023,3651.0,5559.0,5049.0
2023-11-04,CO de Cascavel,743.0,4,5,1,11,4,2023,7534.0,3651.0,5581.333
2023-11-06,CO de Cascavel,5184.0,6,0,1,11,4,2023,743.0,7534.0,3976.0
2023-11-07,CO de Cascavel,4950.0,7,1,1,11,4,2023,5184.0,743.0,4487.0
2023-11-08,CO de Cascavel,6323.0,8,2,2,11,4,2023,4950.0,5184.0,3625.667
2023-11-09,CO de Cascavel,4781.0,9,3,2,11,4,2023,6323.0,4950.0,5485.667
2023-11-10,CO de Cascavel,5934.0,10,4,2,11,4,2023,4781.0,6323.0,5351.333
2023-11-11,CO de Cascavel,5199.0,11,5,2,11,4,2023,5934.0,4781.0,5679.333
2023-11-13,CO de Cascavel,6785.0,13,0,2,11,4,2023,5199.0,5934.0,5304.667
2023-11-16,CO de Cascavel,7370.0,16,3,3,11,4,2023,6785.0,5199.0,5972.667
2023-11-17,CO de Cascavel,5765.0,17,4,3,11,4,2023,7370.0,6785.0,6451.333
2023-11-18,CO de Cascavel,2220.0,18,5,3,11,4,2023,5765.0,7370.0,6640.0
2023-11-20,CO de Cascavel,7326.0,20,0,3,11,4,2023,2220.0,5765.0,5118.333
2023-11-21,CO de Cascavel,3262.0,21,1,3,11,4,2023,7326.0,2220.0,5103.667
2023-11-22,CO de Cascavel,4958.0,22,2,4,11,4,2023,3262.0,7326.0,4269.333
2023-11-23,CO de Cascavel,2309.0,23,3,4,11,4,2023,4958.0,3262.0,5182.0
2023-11-24,CO de Cascavel,4826.0,24,4,4,11,4,2023,2309.0,4958.0,3509.667
2023-11-25,CO de Cascavel,892.0,25,5,4,11,4,2023,4826.0,2309.0,4031.0
2023-11-27,CO de Cascavel,4170.0,27,0,4,11,4,2023,892.0,4826.0,2675.667
2023-11-28,CO de Cascavel,4695.0,28,1,4,11,4,2023,4170.0,892.0,3296.0
2023-11-29,CO de Cascavel,2815.0,29,2,5,11,4,2023,4695.0,4170.0,3252.333
2023-11-30,CO de Cascavel,4718.0,30,3,5,11,4,2023,2815.0,4695.0,3893.333
2023-12-01,CO de Cascavel,3915.0,1,4,1,12,4,2023,4718.0,2815.0,4076.0
2023-12-02,CO de Cascavel,872.0,2,5,1,12,4,2023,3915.0,4718.0,3816.0
2023-12-04,CO de Cascavel,5768.0,4,0,1,12,4,2023,872.0,3915.0,3168.333
2023-12-05,CO de Cascavel,5770.0,5,1,1,12,4,2023,5768.0,872.0,3518.333
2023-12-06,CO de Cascavel,3163.0,6,2,1,12,4,2023,5770.0,5768.0,4136.667
2023-12-07,CO de Cascavel,4677.0,7,3,1,12,4,2023,3163.0,5770.0,4900.333
2023-12-08,CO de Cascavel,4745.0,8,4,2,12,4,2023,4677.0,3163.0,4536.667
2023-12-09,CO de Cascavel,1323.0,9,5,2,12,4,2023,4745.0,4677.0,4195.0
2023-12-11,CO de Cascavel,4651.0,11,0,2,12,4,2023,1323.0,4745.0,3581.667
2023-12-12,CO de Cascavel,2232.0,12,1,2,12,4,2023,4651.0,1323.0,3573.0
2023-12-13,CO de Cascavel,4452.0,13,2,2,12,4,2023,2232.0,4651.0,2735.333
2023-12-14,CO de Cascavel,4082.0,14,3,2,12,4,2023,4452.0,2232.0,3778.333
2023-12-15,CO de Cascavel,4258.0,15,4,3,12,4,2023,4082.0,4452.0,3588.667
2023-12-16,CO de Cascavel,2650.0,16,5,3,12,4,2023,4258.0,4082.0,4264.0
2023-12-18,CO de Cascavel,6461.0,18,0,3,12,4,2023,2650.0,4258.0,3663.333
2023-12-19,CO de Cascavel,1211.0,19,1,3,12,4,2023,6461.0,2650.0,4456.333
2023-12-20,CO de Cascavel,3047.0,20,2,3,12,4,2023,1211.0,6461.0,3440.667
2023-12-21,CO de Cascavel,3963.0,21,3,3,12,4,2023,3047.0,1211.0,3573.0
2023-12-22,CO de Cascavel,5352.0,22,4,4,12,4,2023,3963.0,3047.0,2740.333
2023-12-23,CO de Cascavel,2768.0,23,5,4,12,4,2023,5352.0,3963.0,4120.667
2023-12-24,CO de Cascavel,90.0,24,6,4,12,4,2023,2768.0,5352.0,4027.667
2023-12-26,CO de Cascavel,4196.0,26,1,4,12,4,2023,90.0,2768.0,2736.667
2023-12-27,CO de Cascavel,4437.0,27,2,4,12,4,2023,4196.0,90.0,2351.333
2023-12-28,CO de Cascavel,4023.0,28,3,4,12,4,2023,4437.0,4196.0,2907.667
2023-12-29,CO de Cascavel,3365.0,29,4,5,12,4,2023,4023.0,4437.0,4218.667
2023-12-30,CO de Cascavel,3592.0,30,5,5,12,4,2023,3365.0,4023.0,3941.667
2024-01-02,CO de Cascavel,4268.0,2,1,1,1,1,2024,3592.0,3365.0,3660.0
2024-01-03,CO de Cascavel,3731.0,3,2,1,1,1,2024,4268.0,3592.0,3741.667
2024-01-04,CO de Cascavel,4434.0,4,3,1,1,1,2024,3731.0,4268.0,3863.667
2024-01-05,CO de Cascavel,2626.0,5,4,1,1,1,2024,4434.0,3731.0,4144.333
2024-01-06,CO de Cascavel,170.0,6,5,1,1,1,2024,2626.0,4434.0,3597.0
2024-01-08,CO de Cascavel,6974.0,8,0,2,1,1,2024,170.0,2626.0,2410.0
2024-01-09,CO de Cascavel,3622.0,9,1,2,1,1,2024,6974.0,170.0,3256.667
2024-01-10,CO de Cascavel,2800.0,10,2,2,1,1,2024,3622.0,6974.0,3588.667
2024-01-11,CO de Cascavel,3119.0,11,3,2,1,1,2024,2800.0,3622.0,4465.333
2024-01-12,CO de Cascavel,5587.0,12,4,2,1,1,2024,3119.0,2800.0,3180.333
2024-01-13,CO de Cascavel,443.0,13,5,2,1,1,2024,5587.0,3119.0,3835.333
2024-01-15,CO de Cascavel,4438.0,15,0,3,1,1,2024,443.0,5587.0,3049.667
2024-01-16,CO de Cascavel,2006.0,16,1,3,1,1,2024,4438.0,443.0,3489.333
2024-01-17,CO de Cascavel,4646.0,17,2,3,1,1,2024,2006.0,4438.0,2295.667
2024-01-18,CO de Cascavel,1452.0,18,3,3,1,1,2024,4646.0,2006.0,3696.667
2024-01-19,CO de Cascavel,4563.0,19,4,3,1,1,2024,1452.0,4646.0,2701.333
2024-01-20,CO de Cascavel,805.0,20,5,3,1,1,2024,4563.0,1452.0,3553.667
2024-01-22,CO de Cascavel,3117.0,22,0,4,1,1,2024,805.0,4563.0,2273.333
2024-01-23,CO de Cascavel,4049.0,23,1,4,1,1,2024,3117.0,805.0,2828.333
2024-01-24,CO de Cascavel,5428.0,24,2,4,1,1,2024,4049.0,3117.0,2657.0
2024-01-25,CO de Cascavel,2960.0,25,3,4,1,1,2024,5428.0,4049.0,4198.0
2024-01-26,CO de Cascavel,4338.0,26,4,4,1,1,2024,2960.0,5428.0,4145.667
2024-01-27,CO de Cascavel,960.0,27,5,4,1,1,2024,4338.0,2960.0,4242.0
2024-01-29,CO de Cascavel,5098.0,29,0,5,1,1,2024,960.0,4338.0,2752.667
2024-01-30,CO de Cascavel,5943.0,30,1,5,1,1,2024,5098.0,960.0,3465.333
2024-01-31,CO de Cascavel,6062.0,31,2,5,1,1,2024,5943.0,5098.0,4000.333
2024-02-01,CO de Cascavel,1339.0,1,3,1,2,1,2024,6062.0,5943.0,5701.0
2024-02-02,CO de Cascavel,4684.0,2,4,1,2,1,2024,1339.0,6062.0,4448.0
2024-02-03,CO de Cascavel,1513.0,3,5,1,2,1,2024,4684.0,1339.0,4028.333
2024-02-05,CO de Cascavel,5355.0,5,0,1,2,1,2024,1513.0,4684.0,2512.0
2024-02-06,CO de Cascavel,5346.0,6,1,1,2,1,2024,5355.0,1513.0,3850.667
2024-02-07,CO de Cascavel,4874.0,7,2,1,2,1,2024,5346.0,5355.0,4071.333
2024-02-08,CO de Cascavel,3408.0,8,3,2,2,1,2024,4874.0,5346.0,5191.667
2024-02-09,CO de Cascavel,6987.0,9,4,2,2,1,2024,3408.0,4874.0,4542.667
2024-02-10,CO de Cascavel,4087.0,10,5,2,2,1,2024,6987.0,3408.0,5089.667
2024-02-12,CO de Cascavel,6011.0,12,0,2,2,1,2024,4087.0,6987.0,4827.333
2024-02-13,CO de Cascavel,772.0,13,1,2,2,1,2024,6011.0,4087.0,5695.0
2024-02-14,CO de Cascavel,5463.0,14,2,2,2,1,2024,772.0,6011.0,3623.333
2024-02-15,CO de Cascavel,5281.0,15,3,3,2,1,2024,5463.0,772.0,4082.0
2024-02-16,CO de Cascavel,5816.0,16,4,3,2,1,2024,5281.0,5463.0,3838.667
2024-02-17,CO de Cascavel,1779.0,17,5,3,2,1,2024,5816.0,5281.0,5520.0
2024-02-19,CO de Cascavel,6742.0,19,0,3,2,1,2024,1779.0,5816.0,4292.0
2024-02-20,CO de Cascavel,2822.0,20,1,3,2,1,2024,6742.0,1779.0,4779.0
2024-02-21,CO de Cascavel,6990.0,21,2,3,2,1,2024,2822.0,6742.0,3781.0
2024-02-22,CO de Cascavel,3633.0,22,3,4,2,1,2024,6990.0,2822.0,5518.0
2024-02-23,CO de Cascavel,6553.0,23,4,4,2,1,2024,3633.0,6990.0,4481.667
2024-02-24,CO de Cascavel,413.0,24,5,4,2,1,2024,6553.0,3633.0,5725.333
2024-02-26,CO de Cascavel,6422.0,26,0,4,2,1,2024,413.0,6553.0,3533.0
2024-02-27,CO de Cascavel,2412.0,27,1,4,2,1,2024,6422.0,413.0,4462.667
2024-02-28,CO de Cascavel,5455.0,28,2,4,2,1,2024,2412.0,6422.0,3082.333
2024-02-29,CO de Cascavel,4085.0,29,3,5,2,1,2024,5455.0,2412.0,4763.0
2024-03-01,CO de Cascavel,5199.0,1,4,1,3,1,2024,4085.0,5455.0,3984.0
2024-03-04,CO de Cascavel,7972.0,4,0,1,3,1,2024,5199.0,4085.0,4913.0
2024-03-05,CO de Cascavel,2509.0,5,1,1,3,1,2024,7972.0,5199.0,5752.0
2024-03-06,CO de Cascavel,6875.0,6,2,1,3,1,2024,2509.0,7972.0,5226.667
2024-03-07,CO de Cascavel,6289.0,7,3,1,3,1,2024,6875.0,2509.0,5785.333
2024-03-08,CO de Cascavel,5036.0,8,4,2,3,1,2024,6289.0,6875.0,5224.333
2024-03-09,CO de Cascavel,3246.0,9,5,2,3,1,2024,5036.0,6289.0,6066.667
2024-03-11,CO de Cascavel,5186.0,11,0,2,3,1,2024,3246.0,5036.0,4857.0
2024-03-12,CO de Cascavel,5399.0,12,1,2,3,1,2024,5186.0,3246.0,4489.333
2024-03-13,CO de Cascavel,3179.0,13,2,2,3,1,2024,5399.0,5186.0,4610.333
2024-03-14,CO de Cascavel,6480.0,14,3,2,3,1,2024,3179.0,5399.0,4588.0
2024-03-15,CO de Cascavel,4250.0,15,4,3,3,1,2024,6480.0,3179.0,5019.333
2024-03-16,CO de Cascavel,2136.0,16,5,3,3,1,2024,4250.0,6480.0,4636.333
2024-03-18,CO de Cascavel,5175.0,18,0,3,3,1,2024,2136.0,4250.0,4288.667
2024-03-19,CO de Cascavel,3991.0,19,1,3,3,1,2024,5175.0,2136.0,3853.667
2024-03-20,CO de Cascavel,5925.0,20,2,3,3,1,2024,3991.0,5175.0,3767.333
2024-03-21,CO de Cascavel,3539.0,21,3,3,3,1,2024,5925.0,3991.0,5030.333
2024-03-22,CO de Cascavel,4793.0,22,4,4,3,1,2024,3539.0,5925.0,4485.0
2024-03-25,CO de Cascavel,7396.0,25,0,4,3,1,2024,4793.0,3539.0,4752.333
2024-03-26,CO de Cascavel,5325.0,26,1,4,3,1,2024,7396.0,4793.0,5242.667
2024-03-27,CO de Cascavel,4893.0,27,2,4,3,1,2024,5325.0,7396.0,5838.0
2024-03-28,CO de Cascavel,8810.0,28,3,4,3,1,2024,4893.0,5325.0,5871.333
2024-03-29,CO de Cascavel,324.0,29,4,5,3,1,2024,8810.0,4893.0,6342.667
2024-03-30,CO de Cascavel,4429.0,30,5,5,3,1,2024,324.0,8810.0,4675.667
2024-04-01,CO de Cascavel,2839.0,1,0,1,4,2,2024,4429.0,324.0,4521.0
2024-04-02,CO de Cascavel,3443.0,2,1,1,4,2,2024,2839.0,4429.0,2530.667
2024-04-03,CO de Cascavel,6232.0,3,2,1,4,2,2024,3443.0,2839.0,3570.333
2024-04-04,CO de Cascavel,3916.0,4,3,1,4,2,2024,6232.0,3443.0,4171.333
2024-04-05,CO de Cascavel,3546.0,5,4,1,4,2,2024,3916.0,6232.0,4530.333
2024-04-08,CO de Cascavel,4326.0,8,0,2,4,2,2024,3546.0,3916.0,4564.667
2024-04-09,CO de Cascavel,5346.0,9,1,2,4,2,2024,4326.0,3546.0,3929.333
2024-04-10,CO de Cascavel,3838.0,10,2,2,4,2,2024,5346.0,4326.0,4406.0
2024-04-11,CO de Cascavel,4152.0,11,3,2,4,2,2024,3838.0,5346.0,4503.333
2024-04-12,CO de Cascavel,4328.0,12,4,2,4,2,2024,4152.0,3838.0,4445.333
2024-04-13,CO de Cascavel,2462.0,13,5,2,4,2,2024,4328.0,4152.0,4106.0
2024-04-15,CO de Cascavel,5394.0,15,0,3,4,2,2024,2462.0,4328.0,3647.333
2024-04-16,CO de Cascavel,3010.0,16,1,3,4,2,2024,5394.0,2462.0,4061.333
2024-04-17,CO de Cascavel,4401.0,17,2,3,4,2,2024,3010.0,5394.0,3622.0
2024-04-18,CO de Cascavel,3549.0,18,3,3,4,2,2024,4401.0,3010.0,4268.333
2024-04-19,CO de Cascavel,6002.0,19,4,3,4,2,2024,3549.0,4401.0,3653.333
2024-04-20,CO de Cascavel,165.0,20,5,3,4,2,2024,6002.0,3549.0,4650.667
2024-04-22,CO de Cascavel,6142.0,22,0,4,4,2,2024,165.0,6002.0,3238.667
