DATE,TICKER,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_MONTH,MONTH,QUARTER,YEAR,CLOSE_LAG_1,CLOSE_LAG_2,CLOSE_MA_3,FORECAST,MODEL_TYPE,RUN_DATE
2024-06-03,BOVA11.SA,3,0,1,6,2,2024,118.66,119.12,119.32000000000001,101.63,XGB,2024-05-31
2024-06-04,BOVA11.SA,4,1,1,6,2,2024,101.62747955322266,118.66,107.3049863688151,88.08,XGB,2024-05-31
2024-06-05,BOVA11.SA,5,2,1,6,2,2024,88.08106231689453,101.62747955322266,92.5965347290039,74.01,XGB,2024-05-31
2024-06-06,BOVA11.SA,6,3,1,6,2,2024,74.00713348388672,88.08106231689453,78.69844818115234,66.01,XGB,2024-05-31
2024-06-07,BOVA11.SA,7,4,1,6,2,2024,66.01475524902344,74.00713348388672,68.67887878417969,58.22,XGB,2024-05-31
2024-06-03,BOVA11.SA,3,0,1,6,2,2024,118.66,119.12,119.32000000000001,118.59,ET,2024-05-31
2024-06-04,BOVA11.SA,4,1,1,6,2,2024,118.59254292848354,118.66,118.61502861898903,117.98,ET,2024-05-31
2024-06-05,BOVA11.SA,5,2,1,6,2,2024,117.98373225310232,118.59254292848354,118.18666914489604,117.54,ET,2024-05-31
2024-06-06,BOVA11.SA,6,3,1,6,2,2024,117.53611717373724,117.98373225310232,117.68532220019226,116.98,ET,2024-05-31
2024-06-07,BOVA11.SA,7,4,1,6,2,2024,116.98156699476995,117.53611717373724,117.16641705442571,116.86,ET,2024-05-31
2024-06-03,BCFF11.SA,3,0,1,6,2,2024,8.69,8.64,8.603333333333333,7.41,XGB,2024-05-31
2024-06-04,BCFF11.SA,4,1,1,6,2,2024,7.413132190704346,8.69,7.838754793802896,6.52,XGB,2024-05-31
2024-06-05,BCFF11.SA,5,2,1,6,2,2024,6.520313739776611,7.413132190704346,6.817920207977295,5.61,XGB,2024-05-31
2024-06-06,BCFF11.SA,6,3,1,6,2,2024,5.61447286605835,6.520313739776611,5.916419982910156,4.94,XGB,2024-05-31
2024-06-07,BCFF11.SA,7,4,1,6,2,2024,4.939375400543213,5.61447286605835,5.164407730102539,4.32,XGB,2024-05-31
2024-06-03,BCFF11.SA,3,0,1,6,2,2024,8.69,8.64,8.603333333333333,8.68,ET,2024-05-31
2024-06-04,BCFF11.SA,4,1,1,6,2,2024,8.681740476190475,8.69,8.68449365079365,8.63,ET,2024-05-31
2024-06-05,BCFF11.SA,5,2,1,6,2,2024,8.634515476190476,8.681740476190475,8.650257142857141,8.62,ET,2024-05-31
2024-06-06,BCFF11.SA,6,3,1,6,2,2024,8.616699771062272,8.634515476190476,8.62263833943834,8.66,ET,2024-05-31
2024-06-07,BCFF11.SA,7,4,1,6,2,2024,8.655298431776558,8.616699771062272,8.642432211538463,8.67,ET,2024-05-31
2024-06-03,TAEE4.SA,3,0,1,6,2,2024,11.5,11.62,11.603333333333332,9.88,XGB,2024-05-31
2024-06-04,TAEE4.SA,4,1,1,6,2,2024,9.883810043334961,11.5,10.422540028889975,8.75,XGB,2024-05-31
2024-06-05,TAEE4.SA,5,2,1,6,2,2024,8.749659538269043,9.883810043334961,9.12770938873291,7.7,XGB,2024-05-31
2024-06-06,TAEE4.SA,6,3,1,6,2,2024,7.703799247741699,8.749659538269043,8.05241870880127,6.89,XGB,2024-05-31
2024-06-07,TAEE4.SA,7,4,1,6,2,2024,6.891613006591797,7.703799247741699,7.162342071533203,6.24,XGB,2024-05-31
2024-06-03,TAEE4.SA,3,0,1,6,2,2024,11.5,11.62,11.603333333333332,11.53,ET,2024-05-31
2024-06-04,TAEE4.SA,4,1,1,6,2,2024,11.533211036457503,11.5,11.522140690971668,11.56,ET,2024-05-31
2024-06-05,TAEE4.SA,5,2,1,6,2,2024,11.5575667796062,11.533211036457503,11.549448198556634,11.61,ET,2024-05-31
2024-06-06,TAEE4.SA,6,3,1,6,2,2024,11.612083422121374,11.5575667796062,11.59391120794965,11.65,ET,2024-05-31
2024-06-07,TAEE4.SA,7,4,1,6,2,2024,11.649639154930233,11.612083422121374,11.63712057732728,11.64,ET,2024-05-31
2024-06-03,EGIE3.SA,3,0,1,6,2,2024,43.34,43.64,43.589999999999996,35.08,XGB,2024-05-31
2024-06-04,EGIE3.SA,4,1,1,6,2,2024,35.076480865478516,43.34,37.830987243652345,31.21,XGB,2024-05-31
2024-06-05,EGIE3.SA,5,2,1,6,2,2024,31.209077835083008,35.076480865478516,32.49821090698242,27.92,XGB,2024-05-31
2024-06-06,EGIE3.SA,6,3,1,6,2,2024,27.918682098388672,31.209077835083008,29.01548194885254,25.27,XGB,2024-05-31
2024-06-07,EGIE3.SA,7,4,1,6,2,2024,25.267486572265625,27.918682098388672,26.151220321655273,22.96,XGB,2024-05-31
2024-06-03,EGIE3.SA,3,0,1,6,2,2024,43.34,43.64,43.589999999999996,43.62,ET,2024-05-31
2024-06-04,EGIE3.SA,4,1,1,6,2,2024,43.61602083333334,43.34,43.524013888888895,43.58,ET,2024-05-31
2024-06-05,EGIE3.SA,5,2,1,6,2,2024,43.57997916666666,43.61602083333334,43.591993055555555,43.6,ET,2024-05-31
2024-06-06,EGIE3.SA,6,3,1,6,2,2024,43.603458333333336,43.57997916666666,43.59563194444445,43.55,ET,2024-05-31
2024-06-07,EGIE3.SA,7,4,1,6,2,2024,43.551062499999986,43.603458333333336,43.568527777777774,43.34,ET,2024-05-31
2024-06-03,BBSE3.SA,3,0,1,6,2,2024,32.3,32.6,32.43666666666666,27.16,XGB,2024-05-31
2024-06-04,BBSE3.SA,4,1,1,6,2,2024,27.16265106201172,32.3,28.87510070800781,23.78,XGB,2024-05-31
2024-06-05,BBSE3.SA,5,2,1,6,2,2024,23.77787971496582,27.16265106201172,24.90613555908203,20.58,XGB,2024-05-31
2024-06-06,BBSE3.SA,6,3,1,6,2,2024,20.582529067993164,23.77787971496582,21.647645950317383,17.96,XGB,2024-05-31
2024-06-07,BBSE3.SA,7,4,1,6,2,2024,17.95992660522461,20.582529067993164,18.83412742614746,15.64,XGB,2024-05-31
2024-06-03,BBSE3.SA,3,0,1,6,2,2024,32.3,32.6,32.43666666666666,32.37,ET,2024-05-31
2024-06-04,BBSE3.SA,4,1,1,6,2,2024,32.36764404761905,32.3,32.34509603174603,32.53,ET,2024-05-31
2024-06-05,BBSE3.SA,5,2,1,6,2,2024,32.52659402427638,32.36764404761905,32.47361069872394,32.74,ET,2024-05-31
2024-06-06,BBSE3.SA,6,3,1,6,2,2024,32.74418132395586,32.52659402427638,32.6716522240627,32.79,ET,2024-05-31
2024-06-07,BBSE3.SA,7,4,1,6,2,2024,32.78583817304587,32.74418132395586,32.77195255668253,32.85,ET,2024-05-31
2024-06-03,CSMG3.SA,3,0,1,6,2,2024,20.15,20.2,20.213333333333335,16.78,XGB,2024-05-31
2024-06-04,CSMG3.SA,4,1,1,6,2,2024,16.783658981323242,20.15,17.905772654215493,15.52,XGB,2024-05-31
2024-06-05,CSMG3.SA,5,2,1,6,2,2024,15.516069412231445,16.783658981323242,15.9385986328125,13.44,XGB,2024-05-31
2024-06-06,CSMG3.SA,6,3,1,6,2,2024,13.437417984008789,15.516069412231445,14.130302429199219,11.78,XGB,2024-05-31
2024-06-07,CSMG3.SA,7,4,1,6,2,2024,11.783669471740723,13.437417984008789,12.334918975830078,10.29,XGB,2024-05-31
2024-06-03,CSMG3.SA,3,0,1,6,2,2024,20.15,20.2,20.213333333333335,20.16,ET,2024-05-31
2024-06-04,CSMG3.SA,4,1,1,6,2,2024,20.15984722222222,20.15,20.15656481481481,20.25,ET,2024-05-31
2024-06-05,CSMG3.SA,5,2,1,6,2,2024,20.24847222222222,20.15984722222222,20.218930555555552,20.24,ET,2024-05-31
2024-06-06,CSMG3.SA,6,3,1,6,2,2024,20.24065972222221,20.24847222222222,20.24326388888888,20.2,ET,2024-05-31
2024-06-07,CSMG3.SA,7,4,1,6,2,2024,20.19687222222222,20.24065972222221,20.21146805555555,20.23,ET,2024-05-31
2024-06-03,PETR4.SA,3,0,1,6,2,2024,38.79,37.75,38.11333333333333,31.1,XGB,2024-05-31
2024-06-04,PETR4.SA,4,1,1,6,2,2024,31.09775161743164,38.79,33.66183441162109,26.96,XGB,2024-05-31
2024-06-05,PETR4.SA,5,2,1,6,2,2024,26.957651138305664,31.09775161743164,28.337684631347656,25.04,XGB,2024-05-31
2024-06-06,PETR4.SA,6,3,1,6,2,2024,25.035152435302734,26.957651138305664,25.67598533630371,22.17,XGB,2024-05-31
2024-06-07,PETR4.SA,7,4,1,6,2,2024,22.165971755981445,25.035152435302734,23.122365951538086,19.49,XGB,2024-05-31
2024-06-03,PETR4.SA,3,0,1,6,2,2024,38.79,37.75,38.11333333333333,38.5,ET,2024-05-31
2024-06-04,PETR4.SA,4,1,1,6,2,2024,38.4953106060606,38.79,38.5935404040404,38.4,ET,2024-05-31
2024-06-05,PETR4.SA,5,2,1,6,2,2024,38.40168143939394,38.4953106060606,38.43289116161616,38.26,ET,2024-05-31
2024-06-06,PETR4.SA,6,3,1,6,2,2024,38.2615606060606,38.40168143939394,38.30826755050504,38.21,ET,2024-05-31
2024-06-07,PETR4.SA,7,4,1,6,2,2024,38.20507727272727,38.2615606060606,38.223905050505046,37.99,ET,2024-05-31
2024-06-03,BRSR6.SA,3,0,1,6,2,2024,10.89,11.11,11.066666666666663,9.45,XGB,2024-05-31
2024-06-04,BRSR6.SA,4,1,1,6,2,2024,9.446073532104492,10.89,9.927382354736329,8.32,XGB,2024-05-31
2024-06-05,BRSR6.SA,5,2,1,6,2,2024,8.324281692504883,9.446073532104492,8.698212623596191,7.28,XGB,2024-05-31
2024-06-06,BRSR6.SA,6,3,1,6,2,2024,7.278318881988525,8.324281692504883,7.626972675323486,6.37,XGB,2024-05-31
2024-06-07,BRSR6.SA,7,4,1,6,2,2024,6.374950885772705,7.278318881988525,6.6760735511779785,5.59,XGB,2024-05-31
2024-06-03,BRSR6.SA,3,0,1,6,2,2024,10.89,11.11,11.066666666666663,10.94,ET,2024-05-31
2024-06-04,BRSR6.SA,4,1,1,6,2,2024,10.9358490579089,10.89,10.920566038605934,11.03,ET,2024-05-31
2024-06-05,BRSR6.SA,5,2,1,6,2,2024,11.027738994281654,10.9358490579089,10.997109015490736,11.1,ET,2024-05-31
2024-06-06,BRSR6.SA,6,3,1,6,2,2024,11.101533993668564,11.027738994281654,11.076935660539595,11.09,ET,2024-05-31
2024-06-07,BRSR6.SA,7,4,1,6,2,2024,11.085661910741093,11.101533993668564,11.09095260505025,11.09,ET,2024-05-31
2024-06-04,BOVA11.SA,4,1,1,6,2,2024,118.44,118.66,118.74000000000001,101.06,XGB,2024-06-03
2024-06-05,BOVA11.SA,5,2,1,6,2,2024,101.06285858154297,118.44,106.85523905436197,87.5,XGB,2024-06-03
2024-06-06,BOVA11.SA,6,3,1,6,2,2024,87.50469970703125,101.06285858154297,92.02408599853516,73.98,XGB,2024-06-03
2024-06-07,BOVA11.SA,7,4,1,6,2,2024,73.98432922363281,87.50469970703125,78.49111938476562,65.32,XGB,2024-06-03
2024-06-10,BOVA11.SA,10,0,2,6,2,2024,65.32274627685547,73.98432922363281,68.2099380493164,57.26,XGB,2024-06-03
2024-06-11,BOVA11.SA,11,1,2,6,2,2024,57.25602340698242,65.32274627685547,59.94493103027344,49.86,XGB,2024-06-03
2024-06-04,BOVA11.SA,4,1,1,6,2,2024,118.44,118.66,118.74000000000001,118.03,ET,2024-06-03
2024-06-05,BOVA11.SA,5,2,1,6,2,2024,118.03462202380952,118.44,118.169748015873,117.25,ET,2024-06-03
2024-06-06,BOVA11.SA,6,3,1,6,2,2024,117.24755586774336,118.03462202380952,117.50991125309874,116.72,ET,2024-06-03
2024-06-07,BOVA11.SA,7,4,1,6,2,2024,116.72306050269177,117.24755586774336,116.8978922910423,116.24,ET,2024-06-03
2024-06-10,BOVA11.SA,10,0,2,6,2,2024,116.2359727759352,116.72306050269177,116.39833535152071,116.12,ET,2024-06-03
2024-06-11,BOVA11.SA,11,1,2,6,2,2024,116.122706806561,116.2359727759352,116.16046212968574,115.92,ET,2024-06-03
2024-06-04,BCFF11.SA,4,1,1,6,2,2024,8.73,8.69,8.686666666666666,7.41,XGB,2024-06-03
2024-06-05,BCFF11.SA,5,2,1,6,2,2024,7.412999153137207,8.73,7.851999435424805,6.52,XGB,2024-06-03
2024-06-06,BCFF11.SA,6,3,1,6,2,2024,6.517803192138672,7.412999153137207,6.816201686859131,5.62,XGB,2024-06-03
2024-06-07,BCFF11.SA,7,4,1,6,2,2024,5.623793125152588,6.517803192138672,5.9217963218688965,4.94,XGB,2024-06-03
2024-06-10,BCFF11.SA,10,0,2,6,2,2024,4.94049596786499,5.623793125152588,5.168262004852295,4.32,XGB,2024-06-03
2024-06-11,BCFF11.SA,11,1,2,6,2,2024,4.322174549102783,4.94049596786499,4.5282816886901855,3.84,XGB,2024-06-03
2024-06-04,BCFF11.SA,4,1,1,6,2,2024,8.73,8.69,8.686666666666666,8.69,ET,2024-06-03
2024-06-05,BCFF11.SA,5,2,1,6,2,2024,8.685985745614035,8.73,8.70065716374269,8.67,ET,2024-06-03
2024-06-06,BCFF11.SA,6,3,1,6,2,2024,8.670043483709275,8.685985745614035,8.675357571010862,8.65,ET,2024-06-03
2024-06-07,BCFF11.SA,7,4,1,6,2,2024,8.647089912280702,8.670043483709275,8.654741102756892,8.61,ET,2024-06-03
2024-06-10,BCFF11.SA,10,0,2,6,2,2024,8.606841102756892,8.647089912280702,8.620257372598163,8.64,ET,2024-06-03
2024-06-11,BCFF11.SA,11,1,2,6,2,2024,8.63747494351409,8.606841102756892,8.62726366326169,8.68,ET,2024-06-03
2024-06-04,TAEE4.SA,4,1,1,6,2,2024,11.49,11.5,11.536666666666667,9.89,XGB,2024-06-03
2024-06-05,TAEE4.SA,5,2,1,6,2,2024,9.886563301086426,11.49,10.421042200724285,8.74,XGB,2024-06-03
2024-06-06,TAEE4.SA,6,3,1,6,2,2024,8.740365982055664,9.886563301086426,9.122431755065918,7.7,XGB,2024-06-03
2024-06-07,TAEE4.SA,7,4,1,6,2,2024,7.701775550842285,8.740365982055664,8.047972679138184,6.89,XGB,2024-06-03
2024-06-10,TAEE4.SA,10,0,2,6,2,2024,6.890137195587158,7.701775550842285,7.1606831550598145,6.24,XGB,2024-06-03
2024-06-11,TAEE4.SA,11,1,2,6,2,2024,6.2425642013549805,6.890137195587158,6.4584221839904785,5.5,XGB,2024-06-03
2024-06-04,TAEE4.SA,4,1,1,6,2,2024,11.49,11.5,11.536666666666667,11.51,ET,2024-06-03
2024-06-05,TAEE4.SA,5,2,1,6,2,2024,11.5126553869706,11.49,11.505103591313734,11.51,ET,2024-06-03
2024-06-06,TAEE4.SA,6,3,1,6,2,2024,11.51047902595174,11.5126553869706,11.511204479624693,11.52,ET,2024-06-03
2024-06-07,TAEE4.SA,7,4,1,6,2,2024,11.516926049761263,11.51047902595174,11.514777041824757,11.52,ET,2024-06-03
2024-06-10,TAEE4.SA,10,0,2,6,2,2024,11.518387656904121,11.516926049761263,11.517900454523167,11.52,ET,2024-06-03
2024-06-11,TAEE4.SA,11,1,2,6,2,2024,11.524049115237453,11.518387656904121,11.522161962459677,11.55,ET,2024-06-03
2024-06-04,EGIE3.SA,4,1,1,6,2,2024,44.01,43.34,43.663333333333334,35.12,XGB,2024-06-03
2024-06-05,EGIE3.SA,5,2,1,6,2,2024,35.117210388183594,44.01,38.08147359212239,31.29,XGB,2024-06-03
2024-06-06,EGIE3.SA,6,3,1,6,2,2024,31.292695999145508,35.117210388183594,32.56753158569336,27.92,XGB,2024-06-03
2024-06-07,EGIE3.SA,7,4,1,6,2,2024,27.9166259765625,31.292695999145508,29.041982650756836,25.19,XGB,2024-06-03
2024-06-10,EGIE3.SA,10,0,2,6,2,2024,25.19451904296875,27.9166259765625,26.10188865661621,22.56,XGB,2024-06-03
2024-06-11,EGIE3.SA,11,1,2,6,2,2024,22.559797286987305,25.19451904296875,23.438039779663086,20.17,XGB,2024-06-03
2024-06-04,EGIE3.SA,4,1,1,6,2,2024,44.01,43.34,43.663333333333334,43.99,ET,2024-06-03
2024-06-05,EGIE3.SA,5,2,1,6,2,2024,43.99154374999999,44.01,43.99769583333333,43.99,ET,2024-06-03
2024-06-06,EGIE3.SA,6,3,1,6,2,2024,43.990189087301594,43.99154374999999,43.99064064153439,43.96,ET,2024-06-03
2024-06-07,EGIE3.SA,7,4,1,6,2,2024,43.96039742063492,43.990189087301594,43.97032797619048,43.57,ET,2024-06-03
2024-06-10,EGIE3.SA,10,0,2,6,2,2024,43.5672986111111,43.96039742063492,43.698331547619034,43.96,ET,2024-06-03
2024-06-11,EGIE3.SA,11,1,2,6,2,2024,43.958043749999995,43.5672986111111,43.82779537037036,44.1,ET,2024-06-03
2024-06-04,BBSE3.SA,4,1,1,6,2,2024,32.18,32.3,32.35999999999999,27.16,XGB,2024-06-03
2024-06-05,BBSE3.SA,5,2,1,6,2,2024,27.156579971313477,32.18,28.831053314208987,23.82,XGB,2024-06-03
2024-06-06,BBSE3.SA,6,3,1,6,2,2024,23.81692886352539,27.156579971313477,24.930145263671875,20.58,XGB,2024-06-03
2024-06-07,BBSE3.SA,7,4,1,6,2,2024,20.584091186523438,23.81692886352539,21.66170310974121,17.96,XGB,2024-06-03
2024-06-10,BBSE3.SA,10,0,2,6,2,2024,17.955530166625977,20.584091186523438,18.831716537475586,15.65,XGB,2024-06-03
2024-06-11,BBSE3.SA,11,1,2,6,2,2024,15.649744987487793,17.955530166625977,16.4183406829834,13.57,XGB,2024-06-03
2024-06-04,BBSE3.SA,4,1,1,6,2,2024,32.18,32.3,32.35999999999999,32.19,ET,2024-06-03
2024-06-05,BBSE3.SA,5,2,1,6,2,2024,32.19214166666667,32.18,32.188094444444445,32.27,ET,2024-06-03
2024-06-06,BBSE3.SA,6,3,1,6,2,2024,32.268766666666664,32.19214166666667,32.243225,32.36,ET,2024-06-03
2024-06-07,BBSE3.SA,7,4,1,6,2,2024,32.35973333333333,32.268766666666664,32.32941111111111,32.51,ET,2024-06-03
2024-06-10,BBSE3.SA,10,0,2,6,2,2024,32.50967083333334,32.35973333333333,32.459691666666664,32.49,ET,2024-06-03
2024-06-11,BBSE3.SA,11,1,2,6,2,2024,32.49099027777778,32.50967083333334,32.49721712962964,32.45,ET,2024-06-03
2024-06-04,CSMG3.SA,4,1,1,6,2,2024,20.19,20.15,20.18,16.79,XGB,2024-06-03
2024-06-05,CSMG3.SA,5,2,1,6,2,2024,16.7869873046875,20.19,17.921324869791665,15.5,XGB,2024-06-03
2024-06-06,CSMG3.SA,6,3,1,6,2,2024,15.496545791625977,16.7869873046875,15.926692008972168,13.43,XGB,2024-06-03
2024-06-07,CSMG3.SA,7,4,1,6,2,2024,13.429046630859375,15.496545791625977,14.118212699890137,11.79,XGB,2024-06-03
2024-06-10,CSMG3.SA,10,0,2,6,2,2024,11.79388427734375,13.429046630859375,12.33893871307373,10.28,XGB,2024-06-03
2024-06-11,CSMG3.SA,11,1,2,6,2,2024,10.28105640411377,11.79388427734375,10.785331726074219,8.76,XGB,2024-06-03
2024-06-04,CSMG3.SA,4,1,1,6,2,2024,20.19,20.15,20.18,20.23,ET,2024-06-03
2024-06-05,CSMG3.SA,5,2,1,6,2,2024,20.227861259920637,20.19,20.215240839947093,20.25,ET,2024-06-03
2024-06-06,CSMG3.SA,6,3,1,6,2,2024,20.245426830096072,20.227861259920637,20.239571640037592,20.24,ET,2024-06-03
2024-06-07,CSMG3.SA,7,4,1,6,2,2024,20.242530996762742,20.245426830096072,20.24349627454052,20.23,ET,2024-06-03
2024-06-10,CSMG3.SA,10,0,2,6,2,2024,20.22659349676274,20.242530996762742,20.23190599676274,20.35,ET,2024-06-03
2024-06-11,CSMG3.SA,11,1,2,6,2,2024,20.353773759920635,20.22659349676274,20.311380338868002,20.38,ET,2024-06-03
2024-06-04,PETR4.SA,4,1,1,6,2,2024,38.58,38.79,38.37333333333333,31.13,XGB,2024-06-03
2024-06-05,PETR4.SA,5,2,1,6,2,2024,31.12795639038086,38.58,33.61197092692057,27.28,XGB,2024-06-03
2024-06-06,PETR4.SA,6,3,1,6,2,2024,27.28162384033203,31.12795639038086,28.563735961914062,25.66,XGB,2024-06-03
2024-06-07,PETR4.SA,7,4,1,6,2,2024,25.660612106323242,27.28162384033203,26.200950622558594,22.49,XGB,2024-06-03
2024-06-10,PETR4.SA,10,0,2,6,2,2024,22.486202239990234,25.660612106323242,23.544336318969727,19.55,XGB,2024-06-03
2024-06-11,PETR4.SA,11,1,2,6,2,2024,19.54807472229004,22.486202239990234,20.527450561523438,17.02,XGB,2024-06-03
2024-06-04,PETR4.SA,4,1,1,6,2,2024,38.58,38.79,38.37333333333333,38.42,ET,2024-06-03
2024-06-05,PETR4.SA,5,2,1,6,2,2024,38.4159019338118,38.58,38.47060128920787,38.59,ET,2024-06-03
2024-06-06,PETR4.SA,6,3,1,6,2,2024,38.58619360047847,38.4159019338118,38.52942971158958,38.56,ET,2024-06-03
2024-06-07,PETR4.SA,7,4,1,6,2,2024,38.55736026714513,38.58619360047847,38.56697137825624,38.18,ET,2024-06-03
2024-06-10,PETR4.SA,10,0,2,6,2,2024,38.17995610047847,38.55736026714513,38.30575748936736,38.16,ET,2024-06-03
2024-06-11,PETR4.SA,11,1,2,6,2,2024,38.16269776714513,38.17995610047847,38.16845054492291,38.23,ET,2024-06-03
2024-06-04,BRSR6.SA,4,1,1,6,2,2024,11.44,10.89,11.146666666666663,9.75,XGB,2024-06-03
2024-06-05,BRSR6.SA,5,2,1,6,2,2024,9.754867553710938,11.44,10.316578369140624,8.7,XGB,2024-06-03
2024-06-06,BRSR6.SA,6,3,1,6,2,2024,8.702757835388184,9.754867553710938,9.053462028503418,7.59,XGB,2024-06-03
2024-06-07,BRSR6.SA,7,4,1,6,2,2024,7.588334560394287,8.702757835388184,7.959808826446533,6.64,XGB,2024-06-03
2024-06-10,BRSR6.SA,10,0,2,6,2,2024,6.636585235595703,7.588334560394287,6.9538350105285645,5.87,XGB,2024-06-03
2024-06-11,BRSR6.SA,11,1,2,6,2,2024,5.86950159072876,6.636585235595703,6.1251959800720215,5.21,XGB,2024-06-03
2024-06-04,BRSR6.SA,4,1,1,6,2,2024,11.44,10.89,11.146666666666663,11.32,ET,2024-06-03
2024-06-05,BRSR6.SA,5,2,1,6,2,2024,11.31622968249214,11.44,11.357486454994762,11.21,ET,2024-06-03
2024-06-06,BRSR6.SA,6,3,1,6,2,2024,11.211725688199278,11.31622968249214,11.246560352963565,11.1,ET,2024-06-03
2024-06-07,BRSR6.SA,7,4,1,6,2,2024,11.097597985762846,11.211725688199278,11.135640553241657,11.05,ET,2024-06-03
2024-06-10,BRSR6.SA,10,0,2,6,2,2024,11.047891768449615,11.097597985762846,11.064460507554026,11.1,ET,2024-06-03
2024-06-11,BRSR6.SA,11,1,2,6,2,2024,11.09746010101299,11.047891768449615,11.080937323491865,11.02,ET,2024-06-03
2024-06-05,BOVA11.SA,5,2,1,6,2,2024,118.16,118.44,118.42000000000002,101.18,XGB,2024-06-04
2024-06-06,BOVA11.SA,6,3,1,6,2,2024,101.1785888671875,118.16,106.83905924479166,87.55,XGB,2024-06-04
2024-06-07,BOVA11.SA,7,4,1,6,2,2024,87.54669952392578,101.1785888671875,92.09066009521484,74.21,XGB,2024-06-04
2024-06-10,BOVA11.SA,10,0,2,6,2,2024,74.2061538696289,87.54669952392578,78.65300750732422,65.98,XGB,2024-06-04
2024-06-11,BOVA11.SA,11,1,2,6,2,2024,65.97755432128906,74.2061538696289,68.72042083740234,58.33,XGB,2024-06-04
2024-06-12,BOVA11.SA,12,2,2,6,2,2024,58.33060073852539,65.97755432128906,60.879581451416016,50.66,XGB,2024-06-04
2024-06-05,BOVA11.SA,5,2,1,6,2,2024,118.16,118.44,118.42000000000002,117.6,ET,2024-06-04
2024-06-06,BOVA11.SA,6,3,1,6,2,2024,117.60467234428586,118.16,117.78978156285723,116.88,ET,2024-06-04
2024-06-07,BOVA11.SA,7,4,1,6,2,2024,116.87899866553406,117.60467234428586,117.12088989178466,116.45,ET,2024-06-04
2024-06-10,BOVA11.SA,10,0,2,6,2,2024,116.45048343735941,116.87899866553406,116.59332184675095,116.33,ET,2024-06-04
2024-06-11,BOVA11.SA,11,1,2,6,2,2024,116.33252410739894,116.45048343735941,116.37184388405244,115.79,ET,2024-06-04
2024-06-12,BOVA11.SA,12,2,2,6,2,2024,115.78712566917048,116.33252410739894,115.96892514857996,115.44,ET,2024-06-04
2024-06-05,BCFF11.SA,5,2,1,6,2,2024,8.72,8.73,8.713333333333333,7.42,XGB,2024-06-04
2024-06-06,BCFF11.SA,6,3,1,6,2,2024,7.415329456329346,8.72,7.850219637552897,6.52,XGB,2024-06-04
2024-06-07,BCFF11.SA,7,4,1,6,2,2024,6.518360614776611,7.415329456329346,6.817350387573242,5.63,XGB,2024-06-04
2024-06-10,BCFF11.SA,10,0,2,6,2,2024,5.629476547241211,6.518360614776611,5.925771236419678,4.94,XGB,2024-06-04
2024-06-11,BCFF11.SA,11,1,2,6,2,2024,4.940637111663818,5.629476547241211,5.170250415802002,4.32,XGB,2024-06-04
2024-06-12,BCFF11.SA,12,2,2,6,2,2024,4.3217058181762695,4.940637111663818,4.528016090393066,3.84,XGB,2024-06-04
2024-06-05,BCFF11.SA,5,2,1,6,2,2024,8.72,8.73,8.713333333333333,8.7,ET,2024-06-04
2024-06-06,BCFF11.SA,6,3,1,6,2,2024,8.698167869582047,8.72,8.705445246388033,8.69,ET,2024-06-04
2024-06-07,BCFF11.SA,7,4,1,6,2,2024,8.689872036248714,8.698167869582047,8.692637314026491,8.7,ET,2024-06-04
2024-06-10,BCFF11.SA,10,0,2,6,2,2024,8.700013139005604,8.689872036248714,8.696632771419972,8.7,ET,2024-06-04
2024-06-11,BCFF11.SA,11,1,2,6,2,2024,8.701606889005605,8.700013139005604,8.701075639005603,8.69,ET,2024-06-04
2024-06-12,BCFF11.SA,12,2,2,6,2,2024,8.69481522233894,8.701606889005605,8.69707911122783,8.69,ET,2024-06-04
2024-06-05,TAEE4.SA,5,2,1,6,2,2024,11.48,11.49,11.49,9.89,XGB,2024-06-04
2024-06-06,TAEE4.SA,6,3,1,6,2,2024,9.885157585144043,11.48,10.416771723429362,8.73,XGB,2024-06-04
2024-06-07,TAEE4.SA,7,4,1,6,2,2024,8.7344970703125,9.885157585144043,9.118050575256348,7.7,XGB,2024-06-04
2024-06-10,TAEE4.SA,10,0,2,6,2,2024,7.696046352386475,8.7344970703125,8.042197227478027,6.9,XGB,2024-06-04
2024-06-11,TAEE4.SA,11,1,2,6,2,2024,6.901902198791504,7.696046352386475,7.166616916656494,6.24,XGB,2024-06-04
2024-06-12,TAEE4.SA,12,2,2,6,2,2024,6.2397565841674805,6.901902198791504,6.460472106933594,5.51,XGB,2024-06-04
2024-06-05,TAEE4.SA,5,2,1,6,2,2024,11.48,11.49,11.49,11.47,ET,2024-06-04
2024-06-06,TAEE4.SA,6,3,1,6,2,2024,11.466185535661666,11.48,11.470790357107779,11.44,ET,2024-06-04
2024-06-07,TAEE4.SA,7,4,1,6,2,2024,11.443102557893699,11.466185535661666,11.450796883816354,11.41,ET,2024-06-04
2024-06-10,TAEE4.SA,10,0,2,6,2,2024,11.408836427631526,11.443102557893699,11.42025847105225,11.4,ET,2024-06-04
2024-06-11,TAEE4.SA,11,1,2,6,2,2024,11.398965260154377,11.408836427631526,11.402255649313426,11.38,ET,2024-06-04
2024-06-12,TAEE4.SA,12,2,2,6,2,2024,11.38320442986374,11.398965260154377,11.388458039960618,11.38,ET,2024-06-04
